Ext Mean,Flex Mean,Ext Var,Flex Var,Gesture
0.13,0.65,0.04,0.21,
0.2,0.61,0.26,0.25,
1.03,0.64,1.68,0.3,
2.29,1.11,3.74,0.78,S
2.47,1.33,3.87,0.78,S
1.98,1.02,2.6,0.29,S
1.59,0.92,1.76,0.24,
1.3,0.86,1.42,0.23,
1.18,0.78,1.37,0.29,
1.15,0.78,1.22,0.35,
1.17,0.77,1.14,0.25,
1.08,0.71,0.96,0.18,
1.09,0.74,1.31,0.4,
1.3,0.86,1.46,0.42,
1.27,0.7,0.95,0.16,
1.11,0.68,0.88,0.24,
0.99,1.29,0.58,0.73,R
0.65,1.62,0.2,1,R
0.42,1.4,0.1,0.83,
0.4,1.19,0.06,0.64,
0.34,1.02,0.09,0.37,
0.28,0.95,0.1,0.32,
0.24,1.01,0.07,0.43,
0.19,0.97,0.05,0.32,
0.15,0.84,0.04,0.28,
0.14,0.88,0.04,0.35,
0.13,0.84,0.04,0.27,
0.1,0.58,0.02,0.12,
0.19,0.37,0.11,0.03,
0.4,0.28,0.18,0.01,
0.55,0.34,0.26,0.01,
0.64,1.92,0.41,0.01,
0.58,4.07,0.33,0.01,
0.43,4.7,0.16,0,
0.38,3.45,0.08,0,
0.4,2.19,0.11,0,
0.38,2.38,0.12,0,
0.33,2.58,0.08,0,
0.36,2.42,0.13,0,
0.37,2.18,0.15,0,
0.36,1.99,0.14,0,
0.35,1.81,0.17,0,
0.34,1.61,0.16,0,
0.3,1.42,0.11,0,
0.06,0.17,0.01,0,
0.06,0.17,0,0,
0.06,0.17,0,0,
0.06,0.17,0,0,
0.06,0.18,0,0,
0.06,0.17,0,0,
0.06,0.17,0,0,
0.06,0.18,0,0,
0.06,0.18,0,0,
0.06,0.17,0,0,
0.06,0.17,0,0,
0.06,0.17,0,0,
0.06,0.17,0,0,
0.06,0.18,0,0,
0.06,0.18,0,0,
0.06,0.18,0,0,
0.06,0.17,0,0,
0.06,0.17,0,0,
0.07,0.18,0.01,0,
0.07,0.18,0.01,0,
0.07,0.18,0.01,0,
0.06,0.17,0.01,0,
0.06,0.17,0,0,
0.06,0.19,0,0,
0.06,0.19,0,0,
0.06,0.18,0,0,
0.06,0.18,0,0,
0.16,0.22,0.13,0.03,
0.6,0.78,0.69,0.53,
1.01,1.43,1.26,1.14,
1.22,1.44,1.59,0.99,S
1.24,1.49,1.69,1.04,S
1.13,1.45,1.5,1.21,S
1.17,1.28,1.27,1.2,
1.16,1.32,1.14,1.31,
1.1,1.26,1.17,0.9,
1.01,1.23,1.04,1.07,
0.78,1.02,0.66,0.85,
0.74,0.61,0.8,0.07,
1.06,0.58,1.42,0.07,P
1.25,0.7,1.35,0.11,P
1.11,0.61,1.17,0.11,P
1.06,0.57,1.32,0.12,
1.01,0.59,1.16,0.14,
0.94,0.54,1,0.09,
0.85,0.47,0.86,0.07,
0.72,0.45,0.57,0.08,
0.69,0.43,0.62,0.08,
0.72,0.42,0.74,0.06,
0.71,0.39,0.54,0.05,
0.53,0.32,0.31,0.03,
0.39,0.76,0.26,0.61,
0.57,1.41,0.55,1.22,
0.95,1.72,1.12,1.25,S
1.11,1.57,1.49,0.98,S
1.15,1.16,1.36,0.63,S
1.07,1.01,0.98,0.63,
0.94,0.96,0.95,0.72,
0.95,1.01,0.92,0.78,
1.05,1.04,0.98,0.69,
1.13,0.97,1.04,0.46,
1.03,0.95,1.18,0.41,
0.91,0.85,0.97,0.34,
0.68,0.87,0.4,0.3,
0.48,1.46,0.26,0.78,
0.49,1.87,0.23,1.33,
0.62,1.91,0.46,1.64,R
0.71,1.96,0.55,1.73,R
0.83,1.73,0.63,1.45,R
0.98,1.57,0.92,1.32,
0.97,1.58,0.89,1.32,
0.81,1.83,0.55,1.69,
0.59,1.93,0.32,2.01,
0.52,1.5,0.43,1.06,
1.07,1.38,1.53,1.13,
1.53,1.67,1.97,1.95,S
1.33,1.75,1.34,1.75,S
1.15,1.62,1.14,1.64,
1.06,1.46,1.07,1.68,
1.02,1.43,1.06,1.61,
1.02,1.38,0.89,1.25,
0.9,1.25,0.67,1.05,
0.87,1.25,0.76,1.18,
0.97,1.3,0.97,1.1,
0.91,1.11,0.79,0.77,
0.83,1.07,0.69,0.87,
0.87,1.24,0.65,1.09,
0.64,1.45,0.3,0.94,
0.44,1.85,0.24,1.3,
0.45,2.06,0.3,1.97,R
0.45,1.98,0.26,1.92,R
0.45,1.87,0.27,1.76,
0.43,1.74,0.25,1.6,
0.51,1.77,0.29,1.74,
0.52,2,0.29,2.18,
0.39,2.03,0.16,2.19,
0.46,1.71,0.57,1.51,
1.01,1.31,1.56,1.02,
1.48,1.56,1.75,1.64,S
1.3,1.8,1.11,1.84,S
1.02,1.45,0.86,1.33,
1.01,1.28,0.77,1.48,
1.15,1.37,0.82,1.83,
1.02,1.29,0.73,1.36,
0.87,1.23,0.78,1.11,
0.9,1.23,0.91,1.02,
0.86,1.22,0.85,1.06,
0.66,0.95,0.53,0.7,
0.46,0.84,0.21,0.29,
0.46,1.29,0.25,0.76,
0.5,1.65,0.25,1.22,
0.6,1.82,0.41,1.48,R
0.66,1.72,0.45,1.55,R
0.63,1.49,0.31,1.19,R
0.6,1.5,0.31,1.15,
0.57,1.63,0.32,1.46,
0.49,1.59,0.23,1.58,
0.36,1.46,0.15,1.26,
0.31,1.24,0.15,0.86,
0.86,1.12,1.52,0.99,
1.65,1.54,2.54,1.37,S
1.59,1.8,1.93,1.84,S
1.31,1.66,1.5,2,S
1.21,1.58,1.22,1.78,
1.04,1.53,1.24,1.83,
1.15,1.44,1.52,1.86,
1.29,1.48,1.53,1.77,
1.14,1.48,1.37,1.67,
0.92,1.33,0.95,1.17,
0.78,1.04,0.51,0.52,
0.62,0.79,0.47,0.3,
0.57,1.16,0.38,0.69,
0.58,1.73,0.31,1.15,R
0.52,1.76,0.27,1.21,R
0.44,1.59,0.22,1.34,R
0.5,1.59,0.23,1.3,
0.53,1.52,0.25,0.71,
0.45,1.37,0.22,0.73,
0.41,1.32,0.18,0.96,
0.42,1.39,0.17,1.09,
0.39,1.33,0.18,0.98,
0.58,1.02,0.98,0.5,
1.48,1.16,2.82,0.65,S
1.79,1.58,2.49,1.11,S
1.22,1.65,0.98,1.29,S
1.06,1.66,0.9,2.09,
1.09,1.66,0.89,2.23,
1.03,1.52,0.92,1.52,
1.01,1.4,1.04,1.39,
0.97,1.31,1.02,1.15,
0.86,1.23,0.74,1,
0.77,1.11,0.47,0.76,
0.79,0.67,0.61,0.2,
0.98,0.47,1.11,0.07,P
1.16,0.6,1.33,0.14,P
1.01,0.61,0.87,0.14,P
0.76,0.53,0.58,0.09,
0.79,0.45,0.73,0.06,
0.76,0.42,0.62,0.05,
0.63,0.42,0.39,0.07,
0.66,0.43,0.52,0.08,
0.7,0.42,0.51,0.06,
0.64,0.39,0.37,0.04,
0.65,0.33,0.57,0.02,
0.59,0.33,0.39,0.04,
0.42,0.83,0.13,0.39,
0.33,1.36,0.12,0.68,
0.35,1.35,0.13,0.62,
0.4,1.3,0.18,0.76,
0.42,1.36,0.18,1.06,
0.43,1.55,0.21,1.13,R
0.46,1.56,0.23,1.02,R
0.63,1.57,0.31,1.04,R
0.67,1.65,0.3,1.22,
0.45,1.47,0.16,1.22,
0.31,1.35,0.1,1.03,
0.53,1.19,0.56,0.71,
1.22,1.3,1.6,1.23,S
1.57,1.65,1.94,1.68,S
1.31,1.68,1.52,1.61,S
1.06,1.41,1.11,1.41,
0.92,1.3,0.72,1.25,
0.88,1.39,0.74,1.35,
0.85,1.28,0.75,0.92,
0.92,1.13,0.75,0.71,
0.94,1.1,0.84,0.73,
0.88,1.09,0.7,0.61,
0.69,0.92,0.47,0.54,
0.55,1.03,0.33,0.75,
0.46,1.48,0.26,1.14,R
0.32,1.54,0.13,0.97,R
0.31,1.41,0.17,0.68,
0.32,1.37,0.15,0.73,
0.29,1.35,0.1,0.76,
0.28,1.32,0.11,0.73,
0.34,1.23,0.14,0.66,
0.33,1.17,0.12,0.78,
0.26,1.26,0.08,0.91,
0.24,1.31,0.18,1.01,
0.83,1.13,1.16,0.79,S
1.49,1.33,1.87,1.04,S
1.33,1.61,1.34,1.34,S
1,1.45,0.83,1.07,
0.91,1.29,0.75,0.95,
0.87,1.24,0.74,0.82,
0.85,1.21,0.75,1.13,
0.83,1.15,0.83,1.31,
0.87,1.15,0.95,1.06,
0.94,1.17,0.95,0.83,
0.86,1.09,0.76,0.57,
0.83,0.87,0.79,0.41,
0.89,0.54,1.04,0.19,
1.06,0.45,1.36,0.07,P
1.27,0.59,1.45,0.12,P
1.17,0.61,1.02,0.12,P
0.98,0.59,0.75,0.12,
0.92,0.57,0.71,0.09,
0.89,0.5,0.69,0.08,
0.78,0.48,0.62,0.1,
0.65,0.46,0.59,0.09,
0.73,0.41,0.63,0.06,
0.63,0.42,0.33,0.07,
0.43,0.9,0.26,0.69,
0.41,1.57,0.28,1.43,R
0.41,1.7,0.19,1.36,R
0.43,1.62,0.23,1.07,
0.39,1.47,0.17,0.93,
0.34,1.34,0.16,0.92,
0.38,1.41,0.17,0.94,
0.4,1.42,0.19,0.93,
0.36,1.38,0.21,0.99,
0.37,1.32,0.16,0.91,
0.32,1.17,0.11,0.87,
0.7,0.96,1.18,0.6,
1.74,1.26,2.63,0.94,S
1.81,1.59,2.02,1.24,S
1.04,1.5,0.81,1.21,
0.83,1.38,0.69,1.4,
0.97,1.23,0.98,1.05,
1.06,1.21,0.95,1.04,
1.02,1.2,0.85,1.01,
0.99,1.21,0.92,1.16,
0.94,1.14,0.76,1.18,
0.92,1.08,0.95,0.88,
0.92,0.79,1.02,0.48,
0.96,0.41,0.88,0.05,
0.99,0.43,1.32,0.09,P
1.01,0.52,1.34,0.12,P
0.84,0.52,0.84,0.08,P
0.83,0.49,0.79,0.09,
0.96,0.51,0.95,0.09,
0.92,0.46,0.9,0.06,
0.87,0.39,0.81,0.04,
0.77,0.38,0.59,0.04,
0.71,0.34,0.36,0.03,
0.54,0.35,0.2,0.07,
0.34,0.8,0.13,0.39,
0.35,1.36,0.15,0.77,
0.36,1.38,0.16,0.8,
0.37,1.29,0.16,0.8,
0.41,1.38,0.16,0.85,R
0.43,1.48,0.17,0.91,R
0.45,1.47,0.18,0.93,R
0.41,1.28,0.18,0.8,
0.4,1.19,0.14,0.92,
0.37,1.22,0.09,0.77,
0.33,1.19,0.44,0.7,
1.4,1.07,2.39,0.63,P
2.4,0.91,3.44,0.19,P
1.95,0.75,2.3,0.1,P
1.24,0.57,1.25,0.09,
0.86,0.48,0.63,0.08,
0.75,0.44,0.65,0.08,
0.63,0.42,0.58,0.07,
0.49,0.42,0.3,0.07,
0.51,0.43,0.31,0.07,
0.52,0.39,0.35,0.04,
0.39,0.34,0.22,0.05,
0.36,0.63,0.22,0.38,
0.42,1.18,0.23,0.77,
0.38,1.49,0.14,1.01,R
0.45,1.8,0.22,1.49,R
0.51,1.77,0.21,1.35,R
0.46,1.42,0.17,0.78,
0.48,1.29,0.2,0.82,
0.5,1.21,0.22,0.82,
0.43,1.16,0.18,0.74,
0.33,1.16,0.16,0.88,
0.29,1.2,0.14,0.85,
0.38,1.2,0.36,0.76,
1.09,0.99,1.51,0.43,P
1.61,0.78,1.84,0.09,P
1.26,0.65,1.09,0.09,P
0.92,0.51,0.7,0.08,
0.78,0.44,0.4,0.06,
0.72,0.42,0.45,0.06,
0.71,0.44,0.53,0.08,
0.63,0.43,0.41,0.06,
0.63,0.4,0.5,0.06,
0.61,0.38,0.45,0.05,
0.59,0.33,0.33,0.02,
0.47,0.42,0.26,0.19,
0.59,1.26,0.71,1.33,S
0.95,1.87,1.21,1.76,S
0.89,1.59,0.78,1.2,S
0.85,1.33,0.91,0.88,
0.93,1.09,1,0.55,
0.87,0.99,0.78,0.66,
0.96,1.01,1.05,0.68,
0.98,1.05,0.92,0.64,
0.93,1.05,0.77,0.75,
0.89,0.98,0.68,0.61,
0.79,0.91,0.59,0.49,
0.86,0.63,0.99,0.3,
1.1,0.46,1.45,0.05,P
1.11,0.54,1.22,0.06,P
0.9,0.52,0.83,0.05,
0.74,0.48,0.59,0.05,
0.63,0.43,0.44,0.05,
0.74,0.44,0.64,0.08,
0.82,0.43,0.6,0.07,
0.68,0.37,0.46,0.03,
0.55,0.34,0.39,0.03,
0.53,0.33,0.35,0.03,
0.47,0.34,0.25,0.05,
0.51,1.49,0.33,1.95,
0.76,2.41,0.67,2.89,S
0.94,1.94,0.89,1.49,S
1.03,1.55,1.02,1,
1.02,1.34,0.9,0.75,
0.89,1.24,0.72,0.75,
0.92,1.23,0.73,0.88,
0.92,1.27,0.73,0.94,
0.84,1.18,0.62,0.9,
0.79,0.99,0.51,0.68,
0.73,0.77,0.38,0.37,
0.79,1.16,0.62,1.09,R
0.65,1.75,0.61,1.65,R
0.43,1.63,0.2,1.2,R
0.45,1.5,0.18,1.12,
0.43,1.52,0.14,1.11,
0.39,1.45,0.15,1.11,
0.4,1.37,0.19,0.88,
0.39,1.28,0.2,0.68,
0.32,1.23,0.16,0.74,
0.3,1.33,0.13,0.82,
0.4,1.13,0.4,0.47,
1.15,1.11,1.69,1.17,S
1.48,1.59,1.71,1.91,S
1.03,1.56,0.79,1.31,S
1.02,1.27,1.04,0.76,
1.02,1.12,1.07,0.67,
0.95,0.99,0.95,0.59,
0.96,0.95,0.9,0.46,
0.98,0.99,0.96,0.72,
0.97,0.99,0.85,0.62,
0.92,0.99,0.73,0.49,
0.91,0.97,0.71,0.61,
0.77,0.7,0.51,0.32,
0.61,0.77,0.34,0.39,
0.5,1.31,0.21,0.94,R
0.39,1.54,0.18,1.14,R
0.37,1.44,0.15,1,R
0.35,1.28,0.14,0.79,
0.37,1.3,0.17,0.79,
0.43,1.43,0.21,1.07,
0.43,1.36,0.2,0.89,
0.34,1.15,0.12,0.48,
0.3,1.15,0.11,0.7,
0.26,1.16,0.1,0.74,
0.4,0.88,0.2,0.36,
0.46,0.62,0.21,0.08,
0.3,0.46,0.09,0,
0.18,0.31,0.05,0.02,
0.14,0.25,0.03,0.02,
0.13,0.24,0.04,0,
0.12,0.23,0.03,0,
0.11,0.22,0.02,0,
0.11,0.2,0.02,0,
0.1,0.19,0.02,0,
0.09,0.19,0.02,0,
0.09,0.19,0.02,0,
0.09,0.2,0.02,0,
0.08,0.19,0.01,0,
0.08,0.19,0.02,0,
0.08,0.2,0.02,0,
0.08,0.2,0.02,0,
0.11,0.19,0.02,0,
0.11,0.19,0.03,0,
0.1,0.2,0.02,0,
0.11,0.19,0.02,0,
0.06,0.2,0,0,
0.06,0.19,0,0,
0.06,0.19,0,0,
0.06,0.19,0,0,
0.06,0.19,0,0,
0.06,0.19,0,0,
0.06,0.19,0,0,
0.06,0.2,0,0,
0.06,0.2,0,0,
0.06,0.19,0,0,
0.06,0.19,0,0,
0.06,0.2,0,0,
0.06,0.21,0,0,
0.06,0.2,0,0,
0.06,0.21,0,0,
0.06,0.21,0,0,
0.06,0.21,0,0,
0.06,0.22,0,0,
0.18,0.27,0.09,0.01,
0.19,0.37,0.09,0.03,
0.08,0.37,0,0.03,
0.06,0.31,0,0.02,
0.06,0.27,0,0.01,
0.06,0.24,0,0.01,
0.06,0.26,0,0.01,
0.06,0.26,0,0.01,
0.14,0.28,0.08,0.02,
0.58,0.55,0.66,0.31,
1.16,1.14,1.35,0.76,S
1.24,1.28,1.21,0.74,S
0.95,0.89,0.63,0.33,
0.72,0.65,0.4,0.1,
0.57,0.56,0.37,0.09,
0.47,0.52,0.25,0.08,
0.49,0.52,0.26,0.08,
0.5,0.49,0.27,0.07,
0.52,0.46,0.29,0.07,
0.54,0.43,0.37,0.06,
0.47,0.35,0.35,0.03,
0.72,0.37,0.8,0.04,
1.26,0.61,1.44,0.1,P
1.28,0.83,1.06,0.14,P
1,0.81,0.63,0.1,
0.82,0.63,0.61,0.07,
0.62,0.52,0.42,0.08,
0.62,0.5,0.51,0.07,
0.64,0.47,0.55,0.05,
0.56,0.43,0.34,0.05,
0.46,0.41,0.18,0.05,
0.34,0.68,0.12,0.43,
0.52,1.64,0.38,1.58,S
0.74,1.69,0.52,1.39,S
0.8,0.95,0.47,0.4,
0.79,0.83,0.64,0.37,
0.77,0.8,0.71,0.36,
0.85,0.84,0.78,0.47,
0.89,0.84,0.75,0.49,
0.85,0.76,0.6,0.37,
0.73,0.71,0.52,0.31,
0.69,0.68,0.47,0.32,
0.66,0.61,0.35,0.21,
0.59,0.73,0.29,0.42,
0.58,1.38,0.25,0.9,R
0.56,1.61,0.15,0.82,R
0.48,1.29,0.17,0.57,R
0.4,1.22,0.17,0.75,
0.32,1.21,0.14,0.74,
0.3,1.11,0.14,0.5,
0.38,1.12,0.18,0.57,
0.44,1.14,0.18,0.57,
0.36,1.02,0.12,0.48,
0.23,0.95,0.06,0.5,
0.36,0.87,0.41,0.32,
1.06,0.96,0.98,0.51,S
1.46,1.23,1.32,0.68,S
1.14,1.11,1.06,0.47,S
0.87,0.81,0.65,0.37,
0.75,0.69,0.58,0.28,
0.75,0.69,0.55,0.24,
0.75,0.68,0.52,0.16,
0.75,0.66,0.45,0.13,
0.69,0.61,0.37,0.11,
0.59,0.6,0.35,0.15,
0.66,0.6,0.36,0.18,
0.7,0.52,0.41,0.11,
0.54,0.42,0.4,0.05,
0.64,0.9,0.62,0.57,R
0.64,1.46,0.5,0.94,R
0.4,1.36,0.1,0.79,R
0.31,1.2,0.09,0.71,
0.26,1.06,0.07,0.5,
0.26,0.96,0.08,0.35,
0.25,0.96,0.07,0.29,
0.23,0.94,0.07,0.27,
0.2,0.88,0.06,0.43,
0.34,0.79,0.5,0.35,
1.25,0.82,2.32,0.31,S
1.69,1,2.3,0.46,S
1.19,1.02,0.73,0.47,
0.84,0.9,0.4,0.44,
0.72,0.84,0.7,0.44,
0.77,0.87,0.82,0.5,
0.74,0.81,0.61,0.35,
0.71,0.74,0.61,0.24,
0.64,0.74,0.47,0.36,
0.61,0.79,0.4,0.44,
0.58,0.64,0.32,0.21,
0.51,0.54,0.35,0.49,
0.51,1.06,0.28,0.83,R
0.43,1.18,0.1,0.41,R
0.32,0.79,0.1,0.13,
0.25,0.68,0.08,0.11,
0.2,0.61,0.05,0.09,
0.19,0.58,0.05,0.09,
0.2,0.66,0.06,0.2,
0.2,0.73,0.07,0.24,
0.2,0.74,0.07,0.25,
0.18,0.8,0.05,0.38,
0.48,0.75,0.61,0.27,
1.01,0.89,1.01,0.9,S
1.16,1.33,0.88,1.08,S
1.07,1.24,0.91,0.39,S
0.91,0.87,0.7,0.3,
0.7,0.82,0.47,0.35,
0.61,0.78,0.38,0.33,
0.6,0.72,0.38,0.26,
0.72,0.74,0.66,0.27,
0.78,0.78,0.71,0.3,
0.7,0.78,0.51,0.34,
0.51,0.55,0.28,0.18,
0.39,0.46,0.15,0.15,
0.41,0.74,0.13,0.26,R
0.38,0.87,0.08,0.19,R
0.34,0.86,0.1,0.23,R
0.29,0.79,0.1,0.28,
0.24,0.78,0.08,0.29,
0.2,0.84,0.06,0.34,
0.18,0.93,0.06,0.43,
0.18,0.93,0.05,0.38,
0.18,0.89,0.07,0.46,
0.66,0.85,0.91,0.41,
1.18,1.12,1.33,0.91,S
1.17,1.41,0.78,1.11,S
0.99,1.12,0.62,0.48,
0.9,0.84,0.67,0.41,
0.89,0.78,0.76,0.47,
0.84,0.77,0.78,0.4,
0.84,0.75,0.55,0.24,
0.72,0.71,0.34,0.3,
0.7,0.7,0.64,0.33,
0.81,0.73,0.83,0.26,
0.66,0.57,0.5,0.15,
0.69,0.36,0.6,0.01,
0.91,0.43,0.86,0.03,P
0.8,0.55,0.6,0.05,P
0.64,0.52,0.43,0.05,
0.66,0.43,0.45,0.04,
0.67,0.41,0.38,0.05,
0.65,0.42,0.4,0.06,
0.62,0.42,0.41,0.05,
0.56,0.42,0.38,0.05,
0.61,0.4,0.42,0.04,
0.49,0.31,0.24,0.02,
0.32,0.4,0.14,0.15,
0.4,1,0.17,0.45,R
0.44,1.34,0.12,0.49,R
0.34,1.17,0.08,0.47,R
0.25,1.05,0.05,0.55,
0.2,1,0.06,0.57,
0.22,1.03,0.08,0.58,
0.21,1,0.07,0.46,
0.22,1,0.08,0.49,
0.24,1.03,0.1,0.58,
0.21,1.05,0.11,0.6,
0.6,0.95,0.73,0.48,
1.18,1.23,1.21,0.92,S
1.18,1.35,0.97,1.04,S
0.86,0.97,0.67,0.52,
0.73,0.84,0.52,0.45,
0.74,0.82,0.59,0.41,
0.64,0.82,0.48,0.38,
0.61,0.79,0.43,0.34,
0.64,0.76,0.49,0.32,
0.68,0.76,0.54,0.32,
0.68,0.73,0.64,0.3,
0.54,0.57,0.44,0.14,
0.39,0.55,0.19,0.25,
0.33,0.84,0.12,0.4,
0.33,1.06,0.1,0.36,R
0.31,0.98,0.1,0.37,R
0.26,0.88,0.07,0.29,
0.21,0.9,0.07,0.32,
0.19,0.96,0.07,0.44,
0.22,0.94,0.08,0.44,
0.22,0.87,0.08,0.31,
0.19,0.87,0.05,0.34,
0.16,0.89,0.04,0.42,
0.43,0.74,0.76,0.22,
1.34,0.96,2.41,0.45,S
1.61,1.25,2,0.62,S
1.08,1.09,0.81,0.37,
0.93,0.97,0.8,0.41,
0.93,0.95,0.76,0.41,
0.99,0.94,1.02,0.5,
0.97,0.89,0.89,0.51,
0.85,0.87,0.67,0.43,
0.79,0.87,0.63,0.44,
0.79,0.85,0.82,0.39,
0.85,0.81,0.87,0.34,
0.69,0.65,0.37,0.18,
0.71,0.42,0.78,0.05,
0.92,0.44,1.08,0.03,P
0.82,0.55,0.61,0.04,P
0.65,0.48,0.47,0.04,
0.61,0.39,0.5,0.03,
0.73,0.37,0.65,0.03,
0.72,0.36,0.51,0.04,
0.58,0.36,0.32,0.03,
0.55,0.37,0.35,0.04,
0.49,0.33,0.34,0.03,
0.39,0.33,0.2,0.14,
0.44,0.71,0.29,0.43,R
0.47,1.14,0.32,0.44,R
0.35,1.13,0.09,0.31,R
0.28,0.93,0.07,0.29,
0.22,0.79,0.06,0.23,
0.2,0.7,0.07,0.18,
0.17,0.73,0.05,0.27,
0.16,0.92,0.04,0.45,
0.18,0.95,0.06,0.42,
0.18,0.97,0.05,1.07,
0.58,1.26,1.03,1.01,
1.52,1.39,2.13,0.62,S
1.62,1.31,1.42,0.91,S
1,1.06,0.56,0.69,
0.76,0.83,0.53,0.49,
0.73,0.83,0.48,0.35,
0.62,0.81,0.38,0.3,
0.59,0.75,0.5,0.33,
0.71,0.71,0.67,0.27,
0.7,0.67,0.64,0.18,
0.68,0.65,0.53,0.2,
0.54,0.58,0.29,0.18,
0.36,0.44,0.14,0.07,
0.59,0.4,0.52,0.03,P
0.78,0.52,0.65,0.05,P
0.74,0.58,0.42,0.04,P
0.66,0.5,0.43,0.04,
0.57,0.43,0.39,0.04,
0.58,0.39,0.41,0.04,
0.6,0.38,0.47,0.04,
0.56,0.38,0.39,0.04,
0.48,0.37,0.28,0.02,
0.36,0.3,0.15,0.01,
0.34,0.49,0.13,0.28,
0.43,0.98,0.13,0.37,R
0.42,1.14,0.07,0.2,R
0.31,0.96,0.07,0.2,
0.26,0.84,0.1,0.2,
0.24,0.75,0.09,0.17,
0.22,0.67,0.08,0.15,
0.24,0.67,0.08,0.16,
0.2,0.61,0.07,0.14,
0.18,0.54,0.06,0.12,
0.17,0.56,0.06,0.12,
0.15,0.61,0.04,0.14,
0.24,0.63,0.38,0.11,
0.98,0.66,1.67,0.06,P
1.47,0.81,1.98,0.04,P
1.1,0.82,0.94,0.04,P
0.9,0.63,0.6,0.05,
0.84,0.46,0.56,0.03,
0.69,0.37,0.36,0.03,
0.6,0.35,0.31,0.04,
0.55,0.34,0.31,0.03,
0.5,0.33,0.26,0.03,
0.51,0.33,0.28,0.03,
0.41,0.28,0.18,0.01,
0.36,0.61,0.14,0.31,
0.4,1.09,0.15,0.47,R
0.33,1.17,0.07,0.35,R
0.26,1,0.08,0.31,
0.25,0.81,0.09,0.2,
0.23,0.69,0.07,0.14,
0.18,0.67,0.05,0.16,
0.17,0.7,0.05,0.18,
0.19,0.74,0.07,0.21,
0.2,0.73,0.08,0.2,
0.3,0.72,0.34,0.19,
1.11,0.82,1.86,0.12,P
1.64,0.98,1.98,0.03,P
1.13,0.98,0.61,0.03,P
0.81,0.73,0.52,0.04,
0.78,0.54,0.57,0.05,
0.71,0.45,0.45,0.04,
0.63,0.41,0.38,0.04,
0.7,0.39,0.47,0.05,
0.83,0.37,0.6,0.04,
0.76,0.35,0.56,0.03,
0.62,0.32,0.41,0.02,
0.46,0.39,0.24,0.17,
0.58,1.02,0.62,0.8,
0.85,1.3,1.01,0.81,S
0.86,0.96,0.73,0.38,S
0.85,0.83,0.66,0.35,
0.89,0.72,0.76,0.29,
0.8,0.62,0.53,0.18,
0.68,0.6,0.36,0.11,
0.7,0.58,0.55,0.15,
0.7,0.51,0.54,0.13,
0.59,0.48,0.27,0.11,
0.44,0.42,0.2,0.06,
0.66,0.4,0.6,0.04,
1.02,0.52,1.02,0.05,P
0.91,0.62,0.83,0.05,P
0.72,0.57,0.51,0.05,
0.69,0.45,0.46,0.04,
0.62,0.39,0.38,0.04,
0.62,0.37,0.4,0.04,
0.6,0.35,0.4,0.03,
0.57,0.36,0.4,0.04,
0.55,0.34,0.35,0.02,
0.33,0.36,0.12,0.04,
0.39,0.9,0.38,1.16,
0.88,1.42,0.87,1.47,S
1,1.21,0.88,0.65,S
0.87,0.93,0.79,0.56,
0.84,0.82,0.7,0.43,
0.9,0.74,0.73,0.38,
0.86,0.7,0.69,0.34,
0.62,0.7,0.42,0.27,
0.61,0.69,0.5,0.21,
0.8,0.67,0.79,0.19,
0.88,0.66,0.72,0.22,
0.61,0.51,0.35,0.12,
0.46,0.67,0.21,0.24,
0.46,1.03,0.17,0.42,R
0.35,1.07,0.11,0.35,R
0.31,1.02,0.1,0.29,
0.27,1.02,0.09,0.38,
0.23,0.98,0.07,0.41,
0.28,0.89,0.12,0.37,
0.29,0.84,0.14,0.36,
0.22,0.85,0.09,0.38,
0.19,0.9,0.05,0.42,
0.18,0.9,0.06,0.34,
0.17,0.91,0.05,0.43,
0.28,0.83,0.22,0.35,
1.02,0.79,1.58,0.26,S
1.47,1.03,1.81,0.51,S
1.16,1.14,0.88,0.61,S
0.94,1.07,0.74,0.49,
0.81,0.99,0.61,0.39,
0.73,0.85,0.52,0.38,
0.66,0.78,0.4,0.34,
0.62,0.75,0.37,0.28,
0.74,0.74,0.57,0.3,
0.69,0.59,0.51,0.18,
0.44,0.43,0.2,0.07,
0.38,0.69,0.15,0.29,
0.39,1,0.11,0.46,
0.41,1.07,0.29,0.51,R
0.51,1,0.35,0.47,R
0.61,0.93,0.25,0.4,R
0.57,0.94,0.27,0.44,
0.42,0.94,0.18,0.42,
0.33,0.94,0.12,0.36,
0.3,0.93,0.09,0.35,
0.31,0.9,0.15,0.39,
0.34,0.88,0.14,0.26,
0.29,0.83,0.06,0.06,
0.2,0.73,0.06,0.02,
0.15,0.53,0.04,0.01,
0.13,0.36,0.02,0.01,
0.13,0.3,0.03,0,
0.12,0.26,0.03,0,
0.11,0.23,0.02,0,
0.1,0.21,0.03,0,
0.1,0.21,0.02,0,
0.1,0.2,0.02,0,
0.1,0.2,0.02,0,
0.11,0.2,0.02,0,
0.12,0.2,0.02,0,
0.12,0.2,0.02,0,
