raw extension,env ext,raw flex,env flex
3.09,0.82,2.67,3.39
3.04,0.8,2.63,3.36
2.98,0.82,2.69,3.35
2.79,0.85,2.65,3.37
2.45,0.86,2.54,3.34
2.83,0.84,2.52,3.33
2.69,0.82,2.54,3.28
3.17,0.83,3.06,3.32
2.81,0.81,2.45,3.42
3.1,0.79,1.92,3.38
2.47,0.79,2.72,3.27
3.11,0.78,2.44,3.26
2.86,0.77,2.61,3.21
2.73,0.77,2.66,3.2
3,0.75,2.63,3.2
2.99,0.74,2.66,3.21
2.91,0.75,2.61,3.23
3,0.73,2.66,3.25
2.42,0.73,2.51,3.25
2.73,0.72,2.42,3.19
2.61,0.72,2.71,3.15
3.06,0.71,2.77,3.15
2.97,0.69,2.68,3.16
2.97,0.68,2.46,3.14
3.04,0.7,2.62,3.14
2.72,0.73,2.65,3.15
2.36,0.72,2.41,3.15
2.83,0.71,2.51,3.09
3.04,0.74,2.58,3.05
2.91,0.73,2.59,3.02
2.91,0.7,2.61,3
3.07,0.69,2.61,2.98
2.84,0.71,2.6,2.96
2.97,0.73,2.76,3
2.41,0.77,2.37,3.04
2.28,0.76,2.39,2.97
2.3,0.8,2.76,2.93
2.65,0.89,2.38,2.91
3.28,0.89,2.58,2.85
2.94,0.87,2.53,2.82
2.82,0.85,2.63,2.8
2.97,0.83,2.66,2.81
2.94,0.82,2.7,2.82
2.89,0.81,2.69,2.87
2.53,0.81,2.23,2.89
2.76,0.8,2.59,2.84
2.78,0.78,2.45,2.83
3,0.76,2.65,2.77
2.78,0.74,2.5,2.72
3.28,0.73,2.71,2.69
2.75,0.78,2.83,2.71
2.41,0.77,2.79,2.79
2.6,0.79,2.22,2.79
2.88,0.78,2.63,2.72
2.74,0.76,2.55,2.66
2.8,0.74,2.57,2.6
2.8,0.71,2.63,2.55
3.03,0.7,2.66,2.52
2.89,0.71,2.66,2.53
2.53,0.71,2.58,2.53
2.94,0.7,2.52,2.52
2.89,0.69,2.53,2.48
2.74,0.67,2.66,2.47
2.97,0.65,2.61,2.49
2.73,0.64,2.34,2.48
2.83,0.64,2.54,2.41
2.91,0.62,2.62,2.37
2.9,0.62,2.58,2.36
2.96,0.61,2.57,2.33
2.83,0.6,2.62,2.32
2.8,0.59,2.6,2.3
2.65,0.58,2.59,2.3
2.62,0.57,2.58,2.29
2.74,0.56,2.55,2.28
3.12,0.56,2.56,2.26
3.01,0.58,2.48,2.23
2.55,0.58,2.76,2.22
2.83,0.58,2.48,2.22
2.93,0.56,2.61,2.2
2.63,0.56,2.56,2.2
2.89,0.55,2.54,2.17
2.93,0.54,2.7,2.17
2.81,0.54,2.55,2.18
2.86,0.52,2.43,2.14
2.75,0.51,2.59,2.11
2.94,0.5,2.6,2.09
2.86,0.5,2.54,2.06
2.8,0.49,2.6,2.04
2.88,0.47,2.55,2.01
2.87,0.47,2.6,2
2.84,0.48,2.62,1.99
2.83,0.48,2.59,1.99
2.23,0.49,2.59,1.99
2.89,0.5,2.6,2.01
3.11,0.51,2.48,2
2.9,0.51,2.57,1.99
2.78,0.49,2.52,1.96
2.73,0.48,2.55,1.94
2.89,0.47,2.65,1.91
2.94,0.47,2.63,1.91
2.81,0.5,2.6,1.92
2.61,0.49,2.53,1.92
2.71,0.53,2.58,1.89
3.18,0.54,2.59,1.87
2.82,0.55,2.57,1.86
2.47,0.56,2.59,1.84
2.86,0.56,2.52,1.82
3.01,0.56,2.65,1.8
2.77,0.55,2.55,1.78
2.82,0.53,2.45,1.77
2.89,0.51,2.57,1.73
2.84,0.5,2.59,1.7
2.93,0.51,2.62,1.68
2.78,0.51,2.67,1.68
2.45,0.51,2.59,1.69
3.05,0.54,2.55,1.69
2.89,0.53,2.56,1.68
2.84,0.51,2.58,1.67
2.78,0.5,2.56,1.66
2.83,0.48,2.61,1.66
2.81,0.47,2.58,1.65
2.79,0.46,2.59,1.64
2.83,0.45,2.6,1.64
2.8,0.44,2.59,1.64
2.83,0.43,2.63,1.63
2.83,0.43,2.64,1.66
2.83,0.42,2.63,1.69
2.8,0.41,2.4,1.71
2.82,0.41,2.44,1.66
2.84,0.39,2.61,1.63
2.83,0.38,2.64,1.62
2.81,0.37,2.57,1.61
2.8,0.37,2.56,1.6
2.82,0.36,2.58,1.59
2.84,0.35,2.59,1.58
2.81,0.34,2.56,1.56
2.8,0.33,2.63,1.55
2.83,0.32,2.6,1.55
2.82,0.31,2.52,1.54
2.83,0.3,2.55,1.51
2.83,0.3,2.65,1.5
2.83,0.29,2.6,1.5
2.8,0.28,2.53,1.5
2.82,0.28,2.58,1.49
2.8,0.27,2.58,1.49
2.83,0.26,2.58,1.49
2.82,0.26,2.62,1.49
2.81,0.25,2.65,1.52
2.81,0.25,2.44,1.53
2.79,0.24,2.55,1.51
2.87,0.24,2.54,1.48
2.78,0.24,2.62,1.45
2.8,0.24,2.6,1.44
2.77,0.23,2.55,1.43
2.83,0.23,2.57,1.41
2.83,0.22,2.62,1.4
2.84,0.22,2.54,1.38
2.84,0.22,2.61,1.37
2.95,0.23,2.67,1.36
2.79,0.25,2.58,1.38
2.55,0.26,2.61,1.38
2.72,0.27,2.5,1.39
2.95,0.27,2.57,1.37
2.85,0.27,2.56,1.37
2.83,0.26,2.55,1.36
2.85,0.26,2.59,1.34
2.82,0.26,2.72,1.36
2.82,0.26,2.47,1.38
2.79,0.25,2.48,1.35
2.82,0.25,2.68,1.34
2.89,0.26,2.73,1.37
2.77,0.27,2.46,1.39
2.72,0.26,2.58,1.37
2.63,0.28,2.67,1.38
2.92,0.28,2.63,1.4
2.8,0.27,2.23,1.39
2.83,0.26,2.52,1.33
2.83,0.26,2.59,1.29
2.83,0.25,2.61,1.25
2.81,0.25,2.6,1.22
2.79,0.25,2.6,1.19
2.82,0.24,2.64,1.17
2.8,0.24,2.63,1.18
2.84,0.24,2.63,1.18
2.79,0.24,2.6,1.19
2.85,0.24,2.57,1.19
2.79,0.24,2.5,1.19
2.78,0.23,2.57,1.16
2.84,0.23,2.61,1.15
2.8,0.23,2.57,1.14
2.78,0.22,2.58,1.12
2.86,0.22,2.54,1.1
2.84,0.22,2.6,1.08
2.91,0.23,2.54,1.07
2.94,0.25,2.68,1.06
2.72,0.26,2.67,1.09
2.67,0.26,2.56,1.13
2.87,0.26,2.75,1.18
2.81,0.26,2.61,1.24
2.81,0.25,2.18,1.23
2.89,0.25,2.42,1.18
2.85,0.25,2.74,1.15
2.8,0.25,2.53,1.14
2.89,0.25,2.43,1.12
2.84,0.26,2.77,1.09
2.85,0.27,2.65,1.09
2.73,0.27,2.52,1.06
2.86,0.27,2.56,1.02
2.72,0.28,2.82,1.02
2.77,0.29,2.41,1.09
2.67,0.29,2.48,1.07
2.82,0.3,2.49,1.08
2.85,0.31,2.77,1.07
2.91,0.3,2.7,1.11
2.83,0.3,2.43,1.2
2.81,0.29,2.2,1.19
2.9,0.29,2.36,1.19
2.8,0.29,2.5,1.22
2.73,0.29,2.81,1.2
2.94,0.29,2.88,1.18
2.8,0.3,2.96,1.23
2.69,0.3,2.71,1.36
2.85,0.31,1.93,1.37
2.64,0.31,2.58,1.34
2.89,0.31,2.51,1.3
2.91,0.31,2.89,1.28
2.88,0.32,2.09,1.29
2.77,0.32,2.3,1.35
2.71,0.31,2.63,1.37
2.84,0.31,2.64,1.36
2.87,0.3,2.62,1.33
2.89,0.31,2.62,1.3
2.87,0.31,2.68,1.25
2.86,0.33,2.67,1.21
2.72,0.35,2.43,1.16
2.47,0.36,2.63,1.13
2.86,0.39,2.8,1.12
3.02,0.39,2.49,1.11
2.89,0.38,2.45,1.08
2.83,0.37,2.61,1.05
2.84,0.36,2.65,1.03
2.85,0.36,2.49,1
2.77,0.36,3.21,1.03
2.83,0.35,1.55,1.15
2.95,0.35,2.42,1.18
2.74,0.36,2.96,1.18
2.66,0.36,2.82,1.16
2.83,0.36,2.47,1.13
2.77,0.36,2.6,1.11
2.96,0.35,2.5,1.09
2.88,0.36,2.74,1.06
2.7,0.36,2.64,1.05
2.75,0.35,2.63,1.05
2.76,0.35,2.51,1.05
2.83,0.33,2.75,1.05
3.06,0.36,1.97,1.08
2.81,0.39,2.51,1.11
2.49,0.39,2.69,1.12
2.7,0.42,2.58,1.11
2.87,0.43,2.62,1.09
2.79,0.42,2.53,1.12
2.92,0.4,2.65,1.15
2.83,0.4,2.66,1.14
2.73,0.4,2.66,1.11
2.88,0.39,2.65,1.07
2.93,0.41,2.65,1.03
2.83,0.43,2.79,1.01
2.47,0.43,3.13,1.08
2.97,0.47,1.71,1.12
3.02,0.48,2.43,1.21
2.82,0.48,2.69,1.22
2.44,0.48,2.67,1.19
3,0.49,2.47,1.17
2.84,0.49,2.87,1.15
2.95,0.48,2.85,1.19
2.92,0.48,2.33,1.17
2.78,0.48,2.44,1.13
2.71,0.47,2.82,1.12
3.09,0.47,2.49,1.11
2.85,0.51,2.53,1.09
2.53,0.51,2.86,1.07
2.11,0.56,2.37,1.06
3.3,0.58,2.51,1.04
2.81,0.57,2.59,1.07
2.87,0.57,2.56,1.08
2.9,0.55,2.7,1.07
2.83,0.54,2.69,1.03
2.85,0.52,2.82,1.01
2.88,0.51,2.9,1.05
3,0.51,2.18,1.07
2.94,0.53,2.85,1.12
2.52,0.54,2.37,1.12
2.52,0.54,2.85,1.1
2.89,0.56,2.58,1.09
3.02,0.54,2.2,1.1
2.6,0.54,2.45,1.16
3.01,0.54,2.96,1.15
2.85,0.56,2.61,1.16
2.54,0.57,2.55,1.16
2.76,0.59,2.41,1.14
2.96,0.61,2.57,1.12
2.35,0.61,2.98,1.1
2.59,0.66,2.53,1.11
2.97,0.75,2.85,1.1
3.27,0.76,2.35,1.21
3.09,0.75,2.08,1.18
2.87,0.77,2.05,1.19
2.73,0.8,2.63,1.21
2.04,0.79,2.56,1.17
2.78,0.8,2.68,1.16
3.05,0.8,3.07,1.17
2.72,0.78,2,1.22
2.52,0.78,2.6,1.25
3.07,0.79,2.31,1.24
3,0.79,2.73,1.37
2.72,0.79,2.74,1.39
2.5,0.77,2.92,1.38
3.02,0.76,2.47,1.34
2.69,0.77,2.69,1.32
2.39,0.75,2.13,1.3
2.4,0.8,2.94,1.33
3.06,0.8,2.18,1.4
2.78,0.77,2.85,1.42
2.74,0.75,2.24,1.46
2.97,0.74,2.94,1.44
2.48,0.73,2.44,1.41
3.22,0.74,2.66,1.41
3.03,0.77,3.03,1.4
2.65,0.77,1.81,1.42
2.23,0.78,2.89,1.46
3.12,0.78,2.47,1.5
3.06,0.79,3.62,1.55
2.1,0.8,1.72,1.65
2.89,0.85,2.24,1.65
2.68,0.88,2.89,1.7
3.38,0.87,2.6,1.68
2.68,0.86,2.39,1.7
3.23,0.85,3.09,1.68
3.7,0.9,2.2,1.65
2.24,0.96,2.39,1.62
2.37,0.96,2.1,1.71
2.44,1.05,2.95,1.76
3.18,1.07,2.92,1.74
3.43,1.06,3.04,1.78
2.87,1.06,2.06,1.88
2.2,1.05,2.56,1.96
2.91,1.06,3.33,1.94
3.04,1.05,2.24,1.94
3.14,1.01,2.39,1.88
3.12,1.01,2.53,1.84
2.83,1.03,2.28,1.77
2.89,1.02,2.11,1.83
2.43,1.02,2.61,1.91
2.7,1.05,2.83,1.92
2.9,1.04,2.51,1.91
3.13,1.01,2.78,1.9
2.89,0.98,2.74,1.83
2.86,0.95,2.3,1.78
2.92,0.93,2.41,1.84
3.12,0.92,2.73,1.84
2.68,0.94,2.76,1.84
2.22,0.94,2.53,1.88
2.83,0.93,3.04,1.86
2.7,0.9,3.45,1.87
2.37,0.9,2,1.88
3.31,0.89,2.19,1.98
3.15,0.93,2.89,2.03
2.58,0.93,3.39,1.99
2.47,0.92,1.94,2.06
2.97,0.91,2.1,2.3
2.77,0.89,2.77,2.37
2.43,0.87,2.81,2.33
3.22,0.88,2.56,2.36
2.9,0.87,2.53,2.38
2.96,0.86,2.67,2.37
2.22,0.86,2.47,2.37
2.93,0.9,3.1,2.36
3.31,0.88,3.06,2.37
2.94,0.87,1.85,2.38
3.19,0.87,2.72,2.34
2.61,0.89,2.32,2.27
2.44,0.88,2.39,2.27
3.01,0.89,2.42,2.31
3.04,0.89,2.81,2.35
2.46,0.87,2.49,2.34
2.47,0.87,2.57,2.36
3.05,0.87,2.74,2.34
2.81,0.84,2.9,2.26
3.42,0.83,2.7,2.18
3.05,0.88,2.06,2.14
2.01,0.89,2.68,2.1
2.83,0.95,2.13,2.1
3.48,0.96,2.47,2.2
2.6,0.94,2.61,2.23
2.33,0.95,2.24,2.21
3.25,0.96,2.64,2.25
2.6,0.93,2.67,2.27
2.91,0.92,2.66,2.27
3.01,0.91,2.83,2.23
3.03,0.92,2.64,2.15
2.6,0.91,2.48,2.13
2.38,0.91,2.61,2.09
3.23,0.93,2.5,2.05
3.06,0.91,2.45,2.11
2.96,0.92,2.69,2.14
2.59,0.9,2.81,2.07
2.74,0.88,2.38,2.08
3.13,0.89,3.35,2.06
2.27,0.92,2.51,2.03
1.75,0.97,2.74,2.07
2.93,1.07,2.41,2.08
3.33,1.05,2.75,2.07
2.95,1.03,2.58,2
2.76,0.99,3.07,1.97
2.88,0.96,1.91,1.96
2.83,0.93,2.52,1.99
2.87,0.9,2.72,1.99
2.82,0.88,2.61,1.93
2.75,0.86,2.94,1.91
2.88,0.83,2.65,1.9
2.86,0.82,2.19,1.9
2.82,0.81,2.4,1.91
2.57,0.8,2.61,1.96
2.32,0.78,2.72,1.95
2.71,0.82,2.62,1.91
3.13,0.82,3.05,1.88
2.89,0.81,2.05,1.88
2.96,0.8,2.6,1.94
2.67,0.8,2.67,1.94
2.58,0.78,2.55,1.94
2.96,0.78,2.7,1.94
2.86,0.75,2.62,1.93
2.87,0.72,2.63,1.9
2.78,0.7,2.58,1.87
2.89,0.68,2.65,1.84
2.9,0.67,2.52,1.8
2.82,0.68,2.7,1.75
2.86,0.66,2.77,1.69
2.68,0.66,2.39,1.64
2.67,0.66,2.34,1.64
2.74,0.65,2.64,1.68
2.83,0.65,2.62,1.69
2.87,0.63,2.64,1.67
2.66,0.62,2.59,1.65
2.97,0.61,2.53,1.64
2.82,0.59,2.57,1.64
2.88,0.58,2.57,1.63
2.88,0.58,2.62,1.6
2.65,0.57,2.7,1.57
3.05,0.56,2.64,1.52
2.84,0.57,2.68,1.46
2.59,0.57,2.73,1.41
2.52,0.62,2.62,1.44
3.09,0.62,2.05,1.51
2.89,0.6,2.66,1.58
2.77,0.58,2.69,1.58
2.91,0.56,2.6,1.56
2.85,0.54,2.61,1.55
2.82,0.53,2.59,1.54
2.81,0.52,2.61,1.52
2.81,0.5,2.58,1.51
2.79,0.48,2.66,1.48
2.83,0.47,2.48,1.44
2.87,0.46,2.67,1.42
2.8,0.45,2.54,1.38
2.81,0.44,2.52,1.35
2.78,0.43,2.58,1.34
2.83,0.42,2.63,1.32
2.83,0.41,2.6,1.29
2.83,0.4,2.51,1.26
2.74,0.39,2.58,1.24
2.66,0.4,2.59,1.21
3.04,0.4,2.58,1.2
2.83,0.39,2.61,1.18
2.9,0.39,2.56,1.15
2.79,0.38,2.56,1.14
2.86,0.38,2.62,1.12
2.78,0.37,2.6,1.12
2.86,0.36,2.62,1.1
2.82,0.35,2.5,1.09
2.8,0.35,2.57,1.09
2.8,0.35,2.61,1.09
2.89,0.34,2.61,1.08
2.81,0.34,2.61,1.07
2.83,0.33,2.59,1.04
2.8,0.32,2.57,1.03
2.83,0.31,2.56,1.02
2.87,0.31,2.6,1.01
2.89,0.32,2.63,0.98
2.74,0.32,2.69,0.95
2.82,0.31,2.59,0.92
2.79,0.31,2.53,0.89
2.78,0.31,2.46,0.87
2.79,0.3,2.55,0.87
2.83,0.29,2.52,0.87
2.91,0.3,2.62,0.88
2.83,0.29,2.62,0.87
2.81,0.28,2.6,0.85
2.92,0.28,2.63,0.83
2.85,0.29,2.64,0.8
2.85,0.29,2.58,0.77
2.84,0.3,2.6,0.75
2.68,0.3,2.58,0.72
2.77,0.31,2.59,0.7
2.83,0.3,2.57,0.67
2.87,0.3,2.39,0.67
2.84,0.29,2.55,0.7
2.79,0.29,2.64,0.71
2.88,0.29,2.77,0.7
2.86,0.29,2.59,0.68
2.93,0.3,2.58,0.65
2.8,0.33,2.63,0.63
2.65,0.34,2.59,0.61
2.52,0.34,2.59,0.59
2.82,0.36,2.49,0.57
2.94,0.37,2.6,0.59
2.9,0.36,2.64,0.59
2.89,0.36,2.65,0.57
2.86,0.35,2.55,0.55
2.88,0.36,2.59,0.53
2.77,0.36,2.55,0.51
2.74,0.35,2.59,0.49
2.81,0.34,2.58,0.48
2.79,0.34,2.55,0.46
2.83,0.33,2.73,0.45
2.77,0.33,2.59,0.46
2.83,0.32,2.64,0.49
2.83,0.31,2.54,0.49
2.83,0.31,2.49,0.49
2.95,0.31,2.42,0.48
2.81,0.33,2.51,0.47
2.65,0.32,2.57,0.46
2.71,0.34,2.67,0.44
3.02,0.34,2.67,0.45
2.81,0.34,2.3,0.49
2.86,0.33,2.45,0.49
2.61,0.33,2.54,0.48
2.84,0.33,2.37,0.47
2.85,0.32,2.46,0.48
2.85,0.31,2.54,0.5
2.79,0.31,2.67,0.5
2.9,0.32,2.57,0.49
2.81,0.33,2.61,0.48
2.66,0.32,2.6,0.46
2.7,0.34,2.53,0.45
2.94,0.33,2.6,0.44
2.85,0.33,2.63,0.43
2.98,0.34,2.58,0.42
2.92,0.38,2.67,0.42
2.59,0.39,2.53,0.42
2.52,0.39,2.5,0.41
2.65,0.41,2.63,0.4
3.08,0.42,2.69,0.39
2.85,0.42,2.86,0.39
2.87,0.41,2.18,0.42
2.8,0.4,2.51,0.43
2.77,0.39,2.77,0.42
2.85,0.38,2.59,0.43
2.83,0.38,2.51,0.42
2.79,0.38,2.5,0.41
2.83,0.38,2.65,0.4
2.67,0.38,2.84,0.4
2.84,0.37,2.8,0.48
2.93,0.37,1.83,0.58
2.8,0.37,2.89,0.63
2.83,0.37,2.71,0.62
2.87,0.37,2.51,0.6
2.87,0.37,2.43,0.62
2.59,0.36,2.58,0.63
2.85,0.36,2.5,0.63
2.97,0.37,2.6,0.64
2.78,0.37,2.56,0.65
2.69,0.37,2.71,0.65
2.73,0.38,2.62,0.64
2.89,0.37,2.72,0.66
2.85,0.36,2.59,0.69
2.84,0.36,2.45,0.69
2.76,0.36,2.36,0.68
2.82,0.35,2.48,0.69
2.83,0.34,2.61,0.71
2.83,0.34,2.63,0.7
2.87,0.33,2.64,0.69
2.8,0.34,2.68,0.66
2.79,0.33,2.69,0.65
2.79,0.32,2.27,0.66
2.92,0.32,2.6,0.66
2.79,0.33,2.58,0.64
2.75,0.32,2.47,0.63
2.78,0.31,2.56,0.65
2.84,0.3,2.56,0.67
2.78,0.3,2.64,0.67
2.84,0.3,2.63,0.66
2.86,0.3,2.69,0.64
2.81,0.3,2.58,0.62
2.75,0.31,2.55,0.63
2.83,0.3,2.53,0.6
2.82,0.3,2.53,0.59
2.79,0.29,2.69,0.57
2.84,0.29,2.59,0.57
2.88,0.29,2.43,0.56
2.79,0.29,2.57,0.55
2.88,0.28,2.74,0.54
2.85,0.28,2.65,0.53
2.71,0.29,2.69,0.55
2.74,0.29,2.43,0.56
2.87,0.29,2.4,0.55
2.75,0.29,2.27,0.59
2.77,0.28,2.55,0.65
2.87,0.27,2.59,0.69
2.86,0.27,2.75,0.69
2.8,0.28,2.62,0.67
2.81,0.28,2.65,0.65
2.86,0.28,2.55,0.65
2.84,0.29,2.66,0.63
2.8,0.29,2.65,0.61
2.85,0.29,2.4,0.6
2.77,0.29,2.57,0.64
2.81,0.28,2.61,0.64
2.83,0.28,2.61,0.65
2.87,0.28,2.65,0.63
2.8,0.28,2.71,0.61
2.85,0.28,2.79,0.63
2.81,0.29,2.5,0.65
2.81,0.28,2.32,0.64
2.81,0.28,2.56,0.64
2.83,0.28,2.5,0.65
2.79,0.29,2.64,0.65
2.82,0.28,2.58,0.64
2.83,0.28,2.69,0.64
2.79,0.28,2.59,0.62
2.84,0.27,2.43,0.62
2.89,0.28,2.59,0.63
2.89,0.29,2.53,0.63
2.73,0.3,2.71,0.63
2.71,0.3,2.73,0.61
2.88,0.3,2.58,0.62
2.85,0.3,2.35,0.61
2.79,0.29,2.34,0.63
2.92,0.3,2.59,0.66
2.61,0.3,2.64,0.66
2.84,0.3,2.63,0.66
2.85,0.3,2.48,0.66
2.91,0.3,2.65,0.66
2.78,0.31,2.88,0.65
2.8,0.32,2.88,0.74
2.91,0.31,2.52,0.77
2.78,0.31,2.31,0.78
2.64,0.31,2.1,0.82
2.8,0.3,2.44,0.89
2.84,0.3,2.58,0.97
2.85,0.3,2.57,1.03
2.74,0.29,2.78,1.05
2.78,0.29,2.72,1.03
2.89,0.29,2.83,0.99
2.77,0.28,2.6,0.96
2.83,0.28,2.54,0.94
2.8,0.29,2.92,0.93
2.58,0.29,2.15,0.97
2.77,0.29,2.2,1.03
2.91,0.3,2.58,1.09
2.86,0.29,2.46,1.15
2.89,0.3,2.73,1.22
2.84,0.3,2.8,1.2
2.8,0.31,3.07,1.18
2.84,0.33,3.22,1.3
2.68,0.33,2.22,1.43
2.61,0.33,1.75,1.48
2.84,0.33,2.32,1.58
2.9,0.33,2.63,1.66
2.85,0.32,2.37,1.72
2.79,0.32,2.73,1.79
2.86,0.31,2.84,1.77
2.84,0.3,2.63,1.74
2.75,0.3,2.89,1.68
2.85,0.31,2.66,1.66
2.77,0.3,2.81,1.65
2.83,0.3,2.49,1.67
2.72,0.29,1.96,1.64
2.87,0.29,1.96,1.8
2.83,0.28,2.66,1.97
2.85,0.28,2.82,2.06
2.83,0.28,3,2.04
2.84,0.28,2.73,1.96
2.84,0.29,2.66,1.88
2.75,0.3,2.84,1.82
2.52,0.31,2.48,1.89
2.74,0.31,2.03,1.83
2.91,0.32,1.59,2.02
2.82,0.31,2.7,2.29
2.83,0.31,2.8,2.41
2.82,0.31,2.89,2.46
3.08,0.32,3.08,2.39
2.68,0.33,2.43,2.32
2.8,0.32,2.4,2.33
2.66,0.32,2.56,2.33
2.84,0.31,2.57,2.33
2.99,0.31,2.64,2.3
2.75,0.33,2.62,2.22
2.7,0.33,2.23,2.24
2.88,0.32,3.01,2.26
2.93,0.32,2.74,2.17
3.11,0.32,2.5,2.18
2.66,0.34,2.67,2.16
2.73,0.33,2.17,2.15
2.65,0.32,2.37,2.27
2.91,0.33,2.74,2.39
2.72,0.33,2.97,2.36
2.93,0.33,2.02,2.43
2.81,0.32,2.43,2.59
2.81,0.31,2.85,2.65
2.96,0.34,3.04,2.6
2.44,0.35,2.63,2.5
2.8,0.34,2.57,2.5
2.84,0.34,2.74,2.42
2.65,0.35,2.21,2.45
2.95,0.35,2.61,2.49
2.76,0.35,2.79,2.46
2.75,0.35,2.49,2.43
2.84,0.34,2.48,2.44
2.84,0.35,2.28,2.5
2.88,0.35,2.66,2.6
2.86,0.35,2.79,2.61
2.73,0.35,2.46,2.63
2.96,0.35,2.59,2.66
2.76,0.35,2.79,2.62
2.82,0.35,2.43,2.61
2.76,0.34,2.39,2.72
2.81,0.33,2.74,2.79
2.77,0.32,2.75,2.79
2.93,0.32,2.62,2.77
2.8,0.33,2.54,2.77
2.7,0.33,2.44,2.81
2.86,0.34,2.74,2.8
2.69,0.34,2.71,2.76
2.88,0.33,2.33,2.75
2.7,0.32,2.61,2.78
2.92,0.32,2.57,2.76
2.91,0.33,3.04,2.74
2.75,0.33,2.42,2.64
3.02,0.33,2.49,2.65
2.74,0.35,2.44,2.65
2.74,0.36,2.43,2.7
2.82,0.35,2.57,2.76
2.76,0.34,3.19,2.7
2.84,0.34,2.73,2.72
2.82,0.33,1.99,2.64
2.81,0.33,1.96,2.77
2.79,0.32,2.71,2.9
2.93,0.31,2.84,2.93
2.97,0.32,2.9,2.83
2.74,0.33,2.68,2.74
2.75,0.35,2.18,2.8
2.81,0.34,2.42,2.87
2.94,0.34,2.91,2.89
2.84,0.34,2.96,2.8
2.71,0.34,2.12,2.76
2.88,0.34,2.6,2.77
2.66,0.34,2.44,2.78
2.78,0.33,2.46,2.81
2.82,0.33,2.58,2.88
2.83,0.32,2.54,2.92
2.88,0.32,2.84,2.94
2.83,0.32,2.83,2.9
2.65,0.32,2.62,2.83
2.83,0.32,2.3,2.81
2.94,0.31,2.75,2.81
2.79,0.32,2.56,2.76
2.69,0.32,2.48,2.76
2.94,0.32,2.73,2.75
2.6,0.32,2.5,2.7
2.94,0.32,2.68,2.66
2.7,0.32,2.77,2.57
2.91,0.31,2.4,2.47
2.64,0.32,2.24,2.45
2.89,0.31,2.65,2.39
2.82,0.31,2.54,2.39
2.85,0.31,2.61,2.38
2.95,0.31,2.88,2.33
2.72,0.32,2.5,2.26
2.72,0.32,2.23,2.33
2.83,0.31,2.82,2.46
2.84,0.31,2.67,2.48
2.93,0.3,2.92,2.43
2.81,0.3,2.57,2.34
2.78,0.3,2.11,2.33
2.89,0.29,2.63,2.4
2.79,0.29,2.63,2.4
2.82,0.3,2.62,2.39
2.7,0.3,2.42,2.35
2.89,0.3,2.47,2.39
2.81,0.29,2.65,2.36
2.86,0.29,2.61,2.37
2.71,0.28,2.59,2.35
2.86,0.28,2.59,2.36
2.89,0.28,2.64,2.35
2.7,0.28,2.67,2.32
2.8,0.29,2.71,2.29
2.92,0.28,2.65,2.23
2.84,0.28,2.64,2.15
2.83,0.27,2.61,2.14
2.9,0.28,2.84,2.08
2.75,0.27,2.61,2.02
2.83,0.28,2.16,1.98
2.69,0.28,2.81,1.98
2.83,0.28,2.13,1.93
2.83,0.27,2.4,2
2.87,0.27,2.76,2.03
2.85,0.27,2.55,2.02
2.78,0.27,2.79,2.03
2.86,0.26,2.72,2.01
2.95,0.27,2.54,1.98
2.75,0.27,2.53,1.98
2.8,0.26,2.61,1.95
2.84,0.26,2.77,1.94
2.8,0.25,2.74,1.87
2.88,0.25,2.35,1.82
2.81,0.25,2.68,1.85
2.74,0.25,2.72,1.82
2.82,0.24,3.02,1.78
2.85,0.24,2.03,1.75
2.76,0.23,2.53,1.79
2.84,0.23,2.84,1.75
2.83,0.23,2.51,1.69
2.82,0.23,2.31,1.65
2.9,0.22,2.75,1.63
2.83,0.23,2.59,1.57
2.78,0.23,2.39,1.54
2.78,0.22,3.06,1.52
2.9,0.22,1.8,1.53
2.84,0.22,2.4,1.61
2.8,0.22,2.67,1.63
2.89,0.22,2.65,1.61
2.82,0.23,2.63,1.58
2.74,0.24,2.57,1.55
2.83,0.24,2.62,1.52
2.87,0.24,2.59,1.48
2.89,0.24,2.63,1.43
2.75,0.25,2.61,1.38
2.72,0.25,2.59,1.33
2.71,0.26,2.56,1.29
2.87,0.25,2.53,1.27
2.8,0.25,2.57,1.22
3.1,0.26,2.53,1.2
2.86,0.29,2.64,1.16
2.87,0.3,2.63,1.12
2.68,0.29,2.53,1.08
2.64,0.34,2.62,1.06
2.99,0.34,2.53,1.01
2.78,0.34,2.47,0.98
2.78,0.33,2.6,0.97
2.71,0.35,2.62,0.93
2.87,0.36,2.65,0.9
3.02,0.35,2.68,0.88
3.01,0.39,2.56,0.86
2.83,0.41,2.46,0.84
2.53,0.41,2.62,0.81
2.68,0.43,2.44,0.78
3,0.43,2.63,0.76
2.81,0.42,2.57,0.74
2.95,0.41,2.61,0.71
2.73,0.42,2.54,0.69
2.58,0.41,2.74,0.67
3.08,0.43,2.51,0.66
3.07,0.44,2.58,0.64
2.7,0.44,2.58,0.62
2.56,0.45,2.58,0.6
2.49,0.46,2.55,0.58
3.09,0.47,2.65,0.56
3.09,0.48,2.58,0.55
2.78,0.48,2.57,0.54
2.7,0.48,2.6,0.53
2.84,0.5,2.63,0.53
2.83,0.49,2.58,0.54
3.04,0.48,2.53,0.53
2.97,0.49,2.65,0.54
2.78,0.49,2.53,0.55
