raw extension,env ext,raw flex,env flex
2.63,0.31,2.41,1.5
2.66,0.32,2.48,1.46
2.89,0.32,2.61,1.44
2.83,0.31,2.45,1.41
2.86,0.3,2.49,1.36
2.79,0.3,2.61,1.3
2.8,0.29,2.65,1.28
2.82,0.29,2.61,1.27
2.81,0.29,2.55,1.24
2.83,0.28,2.66,1.21
2.83,0.28,2.63,1.21
2.92,0.28,2.61,1.21
3.06,0.31,2.62,1.22
2.63,0.34,2.57,1.24
2.47,0.35,2.5,1.23
2.64,0.39,2.57,1.2
3.15,0.39,2.61,1.19
2.81,0.39,2.55,1.17
2.81,0.38,2.51,1.14
2.83,0.37,2.67,1.12
2.81,0.36,2.73,1.14
2.84,0.35,2.78,1.21
2.95,0.35,2.64,1.3
2.85,0.37,2.59,1.36
2.7,0.37,2.48,1.42
2.6,0.38,2.32,1.44
2.91,0.39,2.45,1.4
3,0.39,2.43,1.35
2.82,0.38,2.52,1.3
2.81,0.37,2.55,1.25
2.82,0.36,2.61,1.23
2.84,0.35,2.76,1.2
2.94,0.35,2.75,1.21
3,0.39,2.52,1.21
2.58,0.4,2.56,1.23
2.46,0.41,2.73,1.19
2.72,0.45,2.26,1.22
3.13,0.46,2.42,1.21
2.8,0.45,2.74,1.17
2.83,0.44,2.55,1.13
2.83,0.43,2.57,1.09
2.83,0.42,2.62,1.05
2.83,0.41,2.67,1.02
2.84,0.41,2.65,1
2.76,0.4,2.76,1.01
2.77,0.39,2.68,1.06
2.79,0.38,2.44,1.11
2.85,0.37,2.43,1.08
2.83,0.36,2.47,1.04
2.8,0.35,2.58,1
2.8,0.34,2.61,0.96
2.85,0.33,2.58,0.92
2.85,0.33,2.65,0.89
2.78,0.32,2.66,0.89
2.98,0.32,2.51,0.87
2.85,0.36,2.64,0.86
2.57,0.36,2.41,0.85
2.44,0.39,3.26,0.88
3.07,0.42,2.87,1.08
3.09,0.42,1.51,1.2
2.83,0.43,2.8,1.31
2.66,0.43,2.67,1.29
2.89,0.43,3.04,1.27
2.95,0.43,2.9,1.37
2.82,0.43,2.41,1.36
2.73,0.42,2.56,1.35
2.8,0.41,2.59,1.32
2.81,0.41,2.66,1.31
2.76,0.41,2.43,1.36
2.78,0.4,2.43,1.31
2.93,0.4,2.51,1.27
2.72,0.39,2.69,1.29
2.93,0.39,1.97,1.3
2.84,0.39,2.53,1.35
2.82,0.38,2.69,1.36
2.99,0.39,2.83,1.31
2.74,0.41,2.7,1.29
2.55,0.41,2.35,1.27
2.8,0.43,2.64,1.24
3.04,0.43,2.79,1.19
2.78,0.43,2.73,1.19
2.73,0.42,2.29,1.17
2.93,0.41,2.56,1.14
2.81,0.41,2.52,1.09
2.92,0.4,2.49,1.08
2.83,0.41,2.61,1.06
2.64,0.41,2.63,1.03
2.68,0.42,2.93,1.01
3.02,0.42,3.11,1.12
2.76,0.41,1.86,1.18
2.83,0.41,3.14,1.18
2.68,0.4,2.15,1.27
2.75,0.4,1.74,1.29
2.96,0.41,2.65,1.33
2.86,0.4,2.54,1.31
2.84,0.39,2.72,1.28
2.85,0.39,2.63,1.23
2.83,0.39,2.77,1.2
2.8,0.39,2.26,1.18
2.77,0.38,2.79,1.16
2.83,0.38,2.62,1.17
2.68,0.38,2.27,1.15
2.83,0.39,2.66,1.13
2.92,0.38,2.59,1.09
2.84,0.38,2.45,1.05
2.79,0.37,2.59,1.04
2.82,0.36,2.37,1.03
2.82,0.35,2.6,1.05
2.86,0.34,2.64,1.04
2.78,0.33,2.63,1.01
2.98,0.33,2.61,0.98
2.82,0.34,2.64,0.94
2.57,0.34,2.61,0.93
2.8,0.34,2.53,0.9
2.82,0.34,2.51,0.87
2.72,0.34,2.66,0.85
2.96,0.33,2.4,0.83
3.2,0.36,2.67,0.81
2.7,0.42,2.61,0.78
2.41,0.43,2.71,0.76
2.74,0.42,2.67,0.75
2.73,0.41,3.03,0.78
2.67,0.46,2.93,0.96
2.85,0.49,2.01,1.02
3.22,0.51,1.89,1.09
2.9,0.5,2.87,1.2
2.96,0.49,2.81,1.2
2.82,0.51,2.7,1.15
2.39,0.51,2.69,1.13
2.95,0.52,2.87,1.12
3.21,0.53,3.07,1.12
2.61,0.55,2.8,1.17
2.78,0.55,2.06,1.2
3.18,0.56,2.11,1.17
2.21,0.59,2.43,1.26
2.28,0.63,2.63,1.28
3.1,0.7,2.61,1.29
3.17,0.68,2.79,1.26
2.87,0.67,2.66,1.22
2.77,0.65,2.6,1.2
2.88,0.64,2.61,1.15
3.07,0.62,2.63,1.12
3.35,0.66,2.39,1.09
2.57,0.73,2.48,1.15
1.78,0.75,2.79,1.12
2.26,0.86,2.79,1.1
3.38,0.91,2.44,1.1
3.15,0.88,2.47,1.15
2.91,0.86,2.81,1.15
3.26,0.87,3.18,1.25
2.61,0.87,1.83,1.3
1.96,0.87,2.91,1.39
3.09,0.87,2.9,1.34
2.66,0.87,2.71,1.33
2.32,0.86,2.75,1.3
2.98,0.89,2.32,1.26
3,0.88,2.99,1.3
2.82,0.86,2.61,1.27
3.03,0.84,2.6,1.28
2.74,0.83,2.7,1.25
3.06,0.82,2.36,1.23
3.3,0.82,2.72,1.21
3.08,0.87,2.43,1.21
2.39,0.87,2.91,1.2
2.12,0.93,2.84,1.26
3.56,0.97,2.18,1.27
3.26,1.01,2.24,1.27
2.3,1.01,2.68,1.3
3.21,1.01,3.18,1.3
2.47,1,2.36,1.42
2.71,1.04,1.57,1.42
3.03,1.01,2.66,1.42
3.01,1,2.25,1.47
2.45,0.99,2.66,1.55
2.66,1,2.84,1.54
3.23,0.99,3.02,1.49
3.22,0.98,2.94,1.52
2.68,1,2.31,1.5
2.13,0.99,2.38,1.5
2.64,1.03,2.57,1.53
3.3,1.03,2.98,1.5
2.8,1.02,2.53,1.47
2.9,1.01,2.55,1.52
2.54,1,1.77,1.53
2.32,1.03,2.43,1.58
3.41,1.08,2.49,1.6
3,1.06,2.33,1.64
3.26,1.05,2.79,1.66
3.21,1.08,2.79,1.65
2.87,1.11,2.3,1.61
2.82,1.09,2.96,1.62
1.68,1.12,2.32,1.58
3.02,1.18,2.77,1.54
3.16,1.19,1.71,1.61
3.17,1.16,2.65,1.7
3.28,1.19,2.95,1.68
2.06,1.2,2.98,1.63
1.6,1.23,2.76,1.58
3.33,1.32,1.93,1.56
3.13,1.3,3.47,1.62
3.14,1.27,2.39,1.61
3.2,1.28,2.88,1.65
2.96,1.34,2.44,1.62
2.69,1.32,2.93,1.6
1.58,1.34,2.17,1.59
2.78,1.41,2.77,1.65
3.08,1.43,3.04,1.61
3.08,1.38,2.4,1.58
2.96,1.33,2.53,1.6
2.99,1.3,3.05,1.62
2.49,1.28,2.73,1.59
2.51,1.27,3.01,1.57
3.29,1.25,2.17,1.59
2.92,1.25,2.29,1.66
2.47,1.24,2.3,1.68
2.46,1.21,2.7,1.75
3.37,1.2,2.59,1.74
2.12,1.19,2.5,1.74
2.92,1.2,2.02,1.8
2.88,1.16,2.97,1.9
2.32,1.14,2.54,1.85
3.13,1.16,2.44,1.91
2.83,1.12,2.55,1.94
3.03,1.09,2.64,1.98
2.8,1.07,2.71,1.97
2.71,1.05,2.61,1.96
3.4,1.04,2.56,1.92
2.72,1.04,2.65,1.9
2.44,1.04,2.39,1.89
2.98,1.03,2.74,1.86
3.32,1.03,2.6,1.85
3.29,1.08,3.33,1.88
1.7,1.09,1.79,1.93
3.33,1.16,2.02,1.92
2.78,1.15,2.49,2.1
2.57,1.15,2.88,2.17
3.12,1.13,2.53,2.22
3.54,1.15,2.7,2.2
2.83,1.23,2.93,2.14
1.7,1.24,2.28,2.07
2.4,1.36,2.54,2.04
3.16,1.4,2.54,2.14
3.26,1.36,2.53,2.16
2.87,1.31,3.05,2.15
2.88,1.26,2.18,2.1
2.85,1.21,2.96,2.15
2.8,1.17,2.36,2.11
2.83,1.13,2.58,2.09
2.79,1.09,2.54,2.08
2.74,1.05,2.65,2.01
2.9,1.02,2.59,1.99
2.81,0.98,3.34,1.96
2.79,0.95,1.78,1.98
2.91,0.91,2.3,2.05
2.83,0.89,2.69,2.1
2.78,0.87,2.46,2.12
2.96,0.84,2.69,2.15
2.83,0.85,2.7,2.13
2.34,0.85,2.76,2.08
2.94,0.85,2.49,2.02
2.78,0.83,2.34,2.03
3.08,0.81,2.66,2.05
2.75,0.82,2.6,2.04
2.08,0.82,2.88,1.98
3.13,0.87,2.18,1.96
3.39,0.85,2.31,1.97
3.47,0.91,2.68,1.99
2.73,1.02,2.74,1.96
1.55,1.05,3.07,1.91
3.52,1.17,2.56,1.87
2.95,1.16,1.97,1.82
2.88,1.15,2.49,1.85
3.12,1.12,2.42,1.92
2.86,1.09,2.71,1.92
2.75,1.06,2.55,1.9
2.61,1.03,2.55,1.89
2.83,1.01,2.45,1.9
2.83,0.97,2.54,1.9
2.85,0.95,2.61,1.91
2.82,0.91,2.63,1.89
2.8,0.87,2.6,1.87
2.81,0.85,2.59,1.85
2.78,0.82,2.72,1.81
2.81,0.79,2.77,1.74
2.83,0.76,2.39,1.7
2.83,0.73,2.46,1.66
2.8,0.71,2.5,1.69
2.82,0.68,2.61,1.7
2.82,0.66,2.58,1.69
2.8,0.64,2.6,1.69
2.81,0.61,2.57,1.68
2.83,0.59,2.65,1.68
2.83,0.57,2.66,1.66
2.81,0.55,2.61,1.61
2.83,0.53,2.57,1.59
2.86,0.52,2.59,1.57
2.93,0.53,2.59,1.54
2.7,0.52,2.57,1.52
2.76,0.51,2.48,1.51
2.75,0.52,2.67,1.52
2.95,0.51,2.6,1.5
2.89,0.5,2.65,1.47
2.87,0.48,2.57,1.43
2.79,0.47,2.58,1.41
2.78,0.46,2.55,1.39
2.73,0.45,2.58,1.37
2.78,0.44,2.6,1.36
2.81,0.43,2.63,1.35
2.95,0.43,2.56,1.33
2.71,0.42,2.66,1.3
2.83,0.42,2.53,1.28
2.92,0.41,2.53,1.28
2.81,0.4,2.57,1.29
2.88,0.4,2.62,1.29
2.83,0.4,2.62,1.28
2.53,0.39,2.65,1.25
2.92,0.42,2.53,1.23
2.85,0.41,2.64,1.2
2.83,0.39,2.55,1.15
2.88,0.39,2.53,1.14
2.79,0.38,2.5,1.13
2.79,0.37,2.6,1.12
2.81,0.36,2.53,1.11
2.82,0.35,2.61,1.11
2.99,0.34,2.61,1.1
2.89,0.35,2.65,1.07
2.77,0.37,2.64,1.04
2.69,0.36,2.53,1
2.84,0.35,2.51,0.98
2.74,0.35,2.58,0.97
2.64,0.35,2.62,0.94
2.86,0.35,2.58,0.91
2.83,0.34,2.54,0.88
2.96,0.34,2.52,0.87
2.77,0.34,2.53,0.87
2.84,0.33,2.44,0.88
2.71,0.32,2.65,0.91
2.91,0.31,2.7,0.9
2.83,0.32,2.63,0.87
2.81,0.31,2.64,0.84
2.8,0.3,2.63,0.81
2.81,0.3,2.59,0.78
2.76,0.3,2.57,0.76
2.82,0.29,2.43,0.74
2.81,0.28,2.57,0.74
2.85,0.28,2.6,0.74
2.85,0.27,2.55,0.72
2.8,0.27,2.49,0.73
2.82,0.26,2.64,0.73
2.82,0.26,2.61,0.71
2.83,0.25,2.61,0.69
2.81,0.25,2.62,0.67
2.83,0.25,2.61,0.65
2.79,0.25,2.6,0.63
2.82,0.24,2.58,0.61
2.8,0.24,2.5,0.59
2.82,0.24,2.61,0.58
2.81,0.23,2.54,0.56
2.83,0.23,2.57,0.56
2.83,0.23,2.62,0.54
2.82,0.22,2.63,0.52
2.88,0.23,2.63,0.51
2.87,0.24,2.57,0.5
2.82,0.24,2.45,0.49
2.7,0.25,2.63,0.48
2.75,0.24,2.53,0.46
2.81,0.24,2.6,0.44
2.86,0.24,2.49,0.43
2.84,0.24,2.68,0.43
2.93,0.23,2.76,0.43
2.82,0.24,2.38,0.43
2.91,0.24,2.52,0.43
2.89,0.26,2.6,0.42
2.69,0.27,2.6,0.41
2.69,0.28,2.56,0.4
2.78,0.29,2.5,0.39
2.89,0.29,2.57,0.39
2.81,0.28,2.58,0.4
2.83,0.28,2.81,0.41
2.83,0.28,2.29,0.42
2.79,0.27,2.51,0.42
2.81,0.27,2.53,0.42
2.83,0.27,2.58,0.43
2.81,0.26,2.59,0.42
2.82,0.26,2.61,0.41
2.81,0.26,2.63,0.4
2.81,0.26,2.72,0.39
2.79,0.26,2.42,0.39
2.85,0.25,2.6,0.38
2.78,0.25,2.57,0.37
2.84,0.25,2.47,0.37
2.83,0.25,2.61,0.36
2.81,0.25,2.58,0.35
2.83,0.25,2.54,0.35
2.83,0.25,2.42,0.34
2.82,0.24,2.53,0.36
2.93,0.25,2.59,0.36
2.83,0.27,2.61,0.36
2.62,0.28,2.68,0.35
2.81,0.28,2.66,0.35
2.97,0.28,2.69,0.35
2.7,0.28,2.65,0.39
2.8,0.28,2.3,0.4
2.86,0.27,2.58,0.39
2.83,0.28,2.5,0.37
2.85,0.29,2.38,0.39
2.72,0.29,2.53,0.43
2.7,0.28,2.7,0.45
2.81,0.28,2.52,0.45
2.95,0.28,2.7,0.44
2.92,0.3,2.55,0.43
2.84,0.3,2.47,0.43
2.87,0.3,2.83,0.45
2.77,0.31,2.54,0.44
2.72,0.31,2.58,0.43
2.58,0.31,2.63,0.42
2.95,0.32,2.43,0.42
2.88,0.32,2.52,0.42
2.85,0.32,2.53,0.42
2.9,0.32,2.58,0.42
2.75,0.33,2.62,0.42
2.78,0.33,2.68,0.41
2.69,0.32,2.6,0.41
2.95,0.32,2.89,0.43
2.83,0.32,2.74,0.52
2.8,0.32,1.99,0.56
2.82,0.31,2.58,0.57
2.83,0.31,2.8,0.6
2.82,0.31,2.3,0.61
2.82,0.3,2.46,0.66
2.82,0.3,2.59,0.7
2.79,0.29,2.63,0.74
2.86,0.29,2.63,0.74
2.78,0.29,2.66,0.71
2.79,0.29,2.58,0.69
2.76,0.29,2.52,0.66
2.82,0.28,2.39,0.69
2.9,0.28,2.61,0.68
2.95,0.29,2.61,0.67
2.78,0.28,2.5,0.65
2.83,0.28,2.55,0.64
2.97,0.28,2.69,0.64
2.63,0.29,2.69,0.62
2.87,0.28,2.69,0.6
2.75,0.28,2.26,0.61
2.81,0.28,2.74,0.65
2.82,0.28,2.68,0.62
2.86,0.27,2.66,0.6
2.76,0.28,2.46,0.58
2.82,0.27,2.64,0.56
2.79,0.26,2.52,0.56
2.87,0.26,2.5,0.55
2.87,0.26,2.62,0.56
2.8,0.26,2.61,0.55
2.84,0.27,2.62,0.53
2.77,0.27,2.78,0.52
2.76,0.28,2.63,0.55
2.8,0.27,2.26,0.55
2.79,0.27,2.62,0.57
2.83,0.26,2.65,0.54
2.8,0.26,2.39,0.55
2.78,0.25,2.43,0.58
2.99,0.25,2.63,0.6
2.72,0.26,2.53,0.61
2.88,0.26,2.82,0.6
2.81,0.27,2.74,0.61
2.8,0.27,2.63,0.65
2.87,0.28,2.38,0.64
2.39,0.29,2.16,0.65
3.05,0.3,2.91,0.69
2.89,0.31,2.83,0.69
2.83,0.31,2.27,0.7
2.88,0.31,2.63,0.73
2.72,0.31,2.56,0.72
2.7,0.3,2.67,0.72
2.91,0.3,2.58,0.7
2.77,0.3,2.59,0.7
2.8,0.29,2.61,0.67
2.9,0.3,2.49,0.66
2.8,0.31,2.85,0.65
2.87,0.3,2.66,0.66
2.7,0.3,2.17,0.68
2.8,0.29,2.47,0.76
2.83,0.29,2.7,0.77
2.69,0.28,2.62,0.77
2.91,0.28,2.59,0.82
2.7,0.29,2.62,0.84
2.83,0.29,2.61,0.86
2.82,0.28,2.88,0.84
2.83,0.28,2.85,0.88
3,0.28,2.3,0.91
2.79,0.31,2.64,0.89
2.68,0.31,2.12,0.88
2.82,0.31,2.43,1
2.77,0.3,2.57,1.08
2.81,0.3,2.61,1.11
2.83,0.29,2.86,1.14
2.99,0.3,3.38,1.17
2.86,0.3,3.12,1.31
2.8,0.31,1.55,1.41
2.7,0.31,2.31,1.54
2.8,0.31,2.78,1.58
2.89,0.31,2.38,1.61
3.03,0.33,2.86,1.64
2.38,0.34,2.99,1.59
2.89,0.34,2.3,1.54
2.83,0.34,2.41,1.55
2.91,0.34,2.63,1.55
2.78,0.33,2.72,1.52
2.83,0.33,2.02,1.52
2.73,0.32,2.37,1.65
2.65,0.32,2.53,1.76
2.92,0.32,3.12,1.83
2.76,0.33,2.61,1.76
2.83,0.32,2.5,1.73
3.02,0.34,2.36,1.81
2.73,0.35,2.68,1.86
2.62,0.35,2.52,1.9
3.03,0.35,2.46,1.96
2.43,0.37,2.99,1.97
2.74,0.41,2.85,1.95
2.91,0.42,2.45,1.92
2.98,0.42,2.07,1.94
2.98,0.41,2.73,2.12
2.95,0.4,3.11,2.15
3.09,0.43,2.83,2.07
2.15,0.44,2.77,2.01
3.02,0.47,1.96,2
2.54,0.47,1.8,2.17
3.06,0.47,2.13,2.41
2.89,0.46,3.17,2.59
2.75,0.45,3.49,2.52
2.89,0.44,2.71,2.61
2.95,0.44,1.53,2.64
2.57,0.44,2.34,2.74
2.9,0.45,2.95,2.74
2.95,0.44,2.74,2.72
3.05,0.47,2.49,2.67
2.64,0.48,2.01,2.8
2.77,0.47,3.15,2.96
2.71,0.45,2.66,2.96
2.85,0.49,2.07,3.05
2.85,0.48,2.48,3.2
3.28,0.49,3.11,3.32
2.78,0.53,3.29,3.2
2.78,0.57,1.89,3.16
2.69,0.59,2.28,3.21
2.27,0.63,2.21,3.26
3.22,0.64,2.5,3.31
2.51,0.65,2.65,3.38
2.94,0.65,2.85,3.37
2.95,0.64,2.38,3.48
2.73,0.63,3.22,3.51
3.15,0.63,3.1,3.47
2.76,0.64,2.81,3.34
2.71,0.63,1.54,3.39
2.71,0.62,2.4,3.58
2.76,0.61,2.63,3.62
2.78,0.6,2.67,3.63
3.17,0.6,3.36,3.55
2.71,0.61,1.6,3.51
2.79,0.6,2.51,3.61
2.85,0.59,2.79,3.51
2.78,0.58,1.72,3.51
2.75,0.59,2.92,3.53
3.02,0.58,2.65,3.42
2.69,0.57,2.98,3.33
2.96,0.56,2.27,3.23
2.66,0.55,2.21,3.24
3,0.55,2.39,3.25
2.88,0.54,2.44,3.43
2.53,0.54,2.91,3.52
3.18,0.55,4.07,3.48
2.61,0.57,2.03,3.64
2.73,0.56,1.52,3.68
2.83,0.54,2.64,3.89
2.73,0.53,2.48,3.94
3.08,0.53,2.64,3.97
2.61,0.54,2.61,3.91
2.69,0.53,2.7,3.92
2.91,0.52,2.58,3.86
2.71,0.51,2.31,3.86
3.12,0.5,2.49,3.92
2.48,0.5,2.93,3.92
2.98,0.5,2.75,3.8
3.07,0.49,2.87,3.84
2.68,0.51,2.45,3.71
2.98,0.5,2.57,3.72
2.89,0.49,2.55,3.72
2.88,0.5,2.7,3.72
2.72,0.5,2.77,3.7
2.87,0.49,2.88,3.59
2.93,0.47,2.83,3.48
2.89,0.47,1.9,3.58
2.83,0.47,2.69,3.54
2.82,0.46,2.43,3.57
2.75,0.46,2.81,3.57
2.83,0.45,2.59,3.5
2.91,0.44,2.59,3.51
2.83,0.43,2.84,3.42
3.01,0.43,2.48,3.4
2.53,0.44,2.62,3.36
2.73,0.44,2.66,3.33
2.88,0.43,3.13,3.26
3.05,0.43,2.07,3.18
2.84,0.44,2.53,3.32
2.72,0.43,2.94,3.31
2.67,0.43,2.75,3.19
2.84,0.43,2.68,3.07
2.82,0.42,1.86,3.07
2.58,0.42,3.45,3.07
2.9,0.41,2.24,3.03
2.86,0.41,2.18,3.02
2.44,0.41,2.45,3.06
2.93,0.41,3.01,3.02
2.82,0.4,1.67,2.97
2.92,0.4,2.87,3.04
2.81,0.39,2.76,3.04
2.85,0.38,2.75,2.94
2.78,0.37,2.41,2.9
2.85,0.36,2.43,2.87
2.85,0.36,2.42,2.82
2.8,0.34,2.36,2.81
2.81,0.34,2.87,2.79
2.95,0.34,2.55,2.69
2.79,0.34,2.23,2.65
2.7,0.35,2.76,2.67
2.83,0.35,2.68,2.58
2.85,0.34,2.25,2.58
2.83,0.34,2.66,2.6
2.69,0.34,2.61,2.58
2.9,0.34,2.61,2.57
2.88,0.33,2.67,2.55
2.92,0.34,2.65,2.5
2.69,0.34,2.57,2.45
2.79,0.33,2.56,2.41
2.5,0.34,2.56,2.37
2.9,0.35,2.66,2.32
2.77,0.35,2.64,2.24
2.9,0.34,2.5,2.21
2.86,0.33,2.52,2.21
2.83,0.32,2.68,2.18
2.77,0.32,2.75,2.11
2.84,0.31,2.39,2.07
2.86,0.31,2.91,2.05
2.87,0.32,2.87,1.99
2.66,0.32,2.41,1.96
2.99,0.32,2.7,1.93
2.53,0.34,2.45,1.9
2.81,0.35,2.57,1.95
2.68,0.36,2.69,1.95
2.83,0.36,2.64,1.93
2.89,0.36,2.6,1.91
3.08,0.38,2.61,1.88
2.7,0.38,2.63,1.85
2.69,0.37,2.7,1.81
2.66,0.37,2.62,1.74
2.82,0.38,2.64,1.68
2.92,0.37,2.62,1.62
2.92,0.39,2.49,1.56
2.76,0.39,2.56,1.53
2.8,0.39,2.53,1.5
2.49,0.39,2.58,1.47
2.72,0.41,2.61,1.43
2.66,0.42,2.56,1.39
2.88,0.43,2.61,1.35
3.01,0.43,2.62,1.3
2.89,0.42,2.63,1.26
3.1,0.43,2.53,1.21
2.88,0.47,2.61,1.17
2.67,0.46,2.57,1.12
2.66,0.46,2.58,1.09
3.13,0.47,2.61,1.05
2.98,0.5,2.59,1.01
3,0.52,2.61,0.97
2.17,0.54,2.57,0.94
2.79,0.57,2.59,0.9
2.89,0.59,2.68,0.87
3.23,0.6,2.55,0.85
2.39,0.61,2.6,0.83
2.52,0.64,2.58,0.8
3.17,0.65,2.57,0.77
3.33,0.67,2.58,0.74
2.5,0.69,2.61,0.73
2.66,0.68,2.54,0.71
3.38,0.7,2.67,0.7
2.52,0.75,2.63,0.69
2.34,0.77,2.58,0.69
2.74,0.85,2.53,0.67
3.43,0.84,2.61,0.66
2.66,0.83,2.58,0.65
2.67,0.81,2.51,0.64
3.02,0.81,2.54,0.62
2.94,0.79,2.62,0.6
2.7,0.77,2.67,0.59
2.8,0.76,2.55,0.59
2.68,0.74,2.59,0.58
2.59,0.74,2.59,0.57
3.08,0.73,2.58,0.56
2.96,0.72,2.58,0.56
2.92,0.73,2.58,0.56
2.96,0.77,2.61,0.57
2.44,0.78,2.61,0.59
2.44,0.79,2.59,0.6
2.66,0.8,2.59,0.62
3.08,0.8,2.49,0.62
2.83,0.78,2.64,0.62
2.93,0.76,2.62,0.64
2.94,0.74,2.59,0.66
2.61,0.73,2.61,0.68
2.63,0.75,2.58,0.71
2.95,0.73,2.56,0.73
2.94,0.71,2.58,0.74
2.78,0.69,2.61,0.77
2.93,0.67,2.59,0.79
2.71,0.66,2.58,0.82
2.87,0.65,2.6,0.83
2.7,0.63,2.61,0.87
2.84,0.62,2.51,0.89
2.95,0.61,2.59,0.91
2.77,0.59,2.59,0.94
2.87,0.58,2.62,0.97
2.73,0.56,2.58,1
2.85,0.55,2.59,1.02
3.01,0.56,2.6,1.06
2.75,0.56,2.59,1.09
2.81,0.55,2.59,1.12
2.83,0.53,2.57,1.15
2.85,0.52,2.61,1.18
2.66,0.53,2.59,1.21
2.82,0.52,2.56,1.24
2.93,0.53,2.56,1.26
2.92,0.52,2.66,1.29
2.8,0.5,2.6,1.32
2.81,0.49,2.59,1.36
2.8,0.47,2.61,1.4
2.86,0.46,2.58,1.44
2.83,0.45,2.6,1.48
2.8,0.44,2.57,1.52
2.75,0.43,2.58,1.56
2.89,0.42,2.6,1.6
3.07,0.43,2.6,1.63
2.86,0.46,2.58,1.67
2.48,0.47,2.66,1.72
2.64,0.48,2.55,1.76
3.13,0.49,2.57,1.79
3.11,0.49,2.59,1.83
2.62,0.5,2.59,1.87
2.86,0.49,2.59,1.9
2.65,0.48,2.57,1.94
3.09,0.48,2.6,1.97
2.68,0.48,2.56,2.01
2.64,0.47,2.58,2.03
2.69,0.47,2.61,2.07
2.85,0.47,2.55,2.1
2.87,0.46,2.59,2.14
2.91,0.45,2.59,2.17
2.66,0.46,2.57,2.21
3.05,0.45,2.61,2.25
2.6,0.46,2.62,2.3
2.79,0.46,2.58,2.35
2.83,0.47,2.54,2.39
2.96,0.47,2.56,2.41
2.89,0.45,2.52,2.44
2.81,0.45,2.55,2.45
3.04,0.45,2.62,2.48
2.97,0.48,2.63,2.52
2.78,0.51,2.61,2.56
2.28,0.53,2.57,2.59
2.91,0.59,2.59,2.61
3.12,0.58,2.54,2.63
2.84,0.57,2.55,2.64
2.96,0.56,2.53,2.66
2.93,0.56,2.59,2.68
2.81,0.57,2.62,2.7
2.78,0.61,2.57,2.73
2.49,0.61,2.62,2.77
2.47,0.65,2.54,2.8
3.29,0.66,2.5,2.8
2.87,0.66,2.6,2.82
2.66,0.65,2.57,2.83
2.84,0.65,2.6,2.84
2.73,0.63,2.56,2.84
2.89,0.62,2.6,2.84
2.85,0.6,2.55,2.85
2.85,0.58,2.59,2.85
2.83,0.57,2.65,2.88
2.77,0.57,2.54,2.89
3.05,0.56,2.58,2.9
2.66,0.56,2.61,2.92
2.77,0.56,2.52,2.94
2.7,0.56,2.61,2.93
2.88,0.55,2.56,2.93
2.93,0.53,2.59,2.93
2.87,0.52,2.58,2.94
3.23,0.54,2.6,2.94
3.15,0.62,2.61,2.95
1.83,0.67,2.61,2.98
2.2,0.78,2.53,2.99
3.43,0.83,2.45,2.98
3.02,0.81,2.59,2.96
2.85,0.79,2.63,2.94
2.84,0.76,2.62,2.95
2.86,0.74,2.68,2.96
2.8,0.72,2.59,2.99
2.83,0.71,2.5,2.99
2.75,0.69,2.53,2.97
2.75,0.69,2.61,2.96
2.49,0.68,2.59,2.95
2.85,0.68,2.57,2.94
2.96,0.66,2.59,2.94
3.18,0.69,2.59,2.94
3.1,0.74,2.61,2.94
2.16,0.77,2.59,2.96
3.08,0.83,2.53,2.95
2.83,0.81,2.52,2.93
3.08,0.81,2.62,2.9
2.83,0.79,2.58,2.88
2.9,0.79,2.56,2.86
3.19,0.77,2.53,2.84
3.05,0.81,2.66,2.82
3.14,0.86,2.67,2.83
2.37,0.9,2.6,2.87
2.28,0.89,2.49,2.87
2.31,1.01,2.42,2.85
3.64,1.01,2.57,2.81
3.12,1.02,2.67,2.8
2.5,1.03,2.71,2.82
2.8,1.01,2.6,2.85
4.09,1.04,2.52,2.85
2.13,1.17,2.52,2.83
1.58,1.27,2.63,2.82
3.59,1.38,2.52,2.82
3.31,1.34,2.58,2.78
2.88,1.3,2.43,2.76
3.15,1.25,2.56,2.71
2.87,1.23,2.73,2.68
2.82,1.22,2.61,2.7
2.93,1.19,2.41,2.66
2.59,1.16,2.57,2.62
3.06,1.13,2.58,2.59
2.81,1.1,2.57,2.56
2.76,1.06,2.58,2.53
2.87,1.03,2.59,2.51
2.73,1,2.62,2.49
2.86,0.96,2.57,2.48
2.84,0.93,2.56,2.46
2.81,0.9,2.51,2.43
2.77,0.87,2.64,2.39
2.89,0.85,2.58,2.38
2.7,0.83,2.68,2.37
2.81,0.8,2.56,2.39
2.86,0.78,2.6,2.39
2.78,0.75,2.53,2.38
3.13,0.74,2.58,2.38
2.84,0.77,2.61,2.37
2.64,0.77,2.58,2.38
2.89,0.76,2.55,2.37
2.97,0.76,2.6,2.37
2.77,0.77,2.68,2.37
2.26,0.77,2.53,2.38
2.95,0.79,2.48,2.35
3.05,0.76,2.43,2.31
2.65,0.75,2.67,2.26
2.89,0.73,2.54,2.24
2.9,0.71,2.63,2.21
2.8,0.69,2.59,2.19
2.74,0.67,2.52,2.18
2.88,0.65,2.59,2.14
2.83,0.63,2.68,2.12
2.87,0.62,2.56,2.12
2.81,0.61,2.54,2.11
2.79,0.59,2.61,2.09
2.62,0.58,2.66,2.09
2.83,0.57,2.55,2.1
2.67,0.55,2.52,2.08
