Env Ext Mean,Env Flex Mean,Raw Ext Var,Raw Flex Var,Label
0.51,0.69,0.15000000000000002,0.09,Thumb
2.52,1.25,0.96,0.44999999999999996,Peace
0.35,1.07,0.09,0.30000000000000004,Rock
0.25,1.33,0.15000000000000002,0.24,Rock
3.43,0.59,0.8999999999999999,0.09,Peace
2.03,0.72,3.09,0.03,Paper
0.85,0.45,0.36,0.06,Handshake
0.49,3.15,0.30000000000000004,3.4799999999999995,Rock
1.49,0.37,1.92,0.03,Pinch
0.41,0.47,0.36,0.0,Handshake
0.97,0.86,0.66,0.24,Thumb
4.27,0.83,1.23,0.21000000000000002,Peace
1.67,0.51,0.9299999999999999,0.06,Peace
1.53,0.46,0.6000000000000001,0.03,Thumb
2.2,0.72,3.42,0.09,Pinch
3.07,0.72,1.62,0.09,Pinch
1.67,0.58,1.1099999999999999,0.0,Paper
0.81,0.41,0.81,0.0,Paper
4.26,1.06,0.72,0.15000000000000002,Scissors
4.71,0.41,1.1400000000000001,0.03,Pinch
1.64,2.18,0.36,2.19,Rock
0.48,0.87,0.15000000000000002,0.21000000000000002,Thumb
1.04,1.38,0.8400000000000001,0.63,Handshake
1.84,0.66,2.52,0.09,Pinch
0.48,0.68,0.33,0.03,Thumb
0.61,0.78,0.15000000000000002,0.15000000000000002,Thumb
4.74,1.97,1.23,2.55,Handshake
2.23,0.51,0.66,0.03,Peace
1.16,0.43,0.81,0.0,Paper
1.09,1.01,0.81,0.36,Handshake
2.7,1.53,0.8400000000000001,0.75,Handshake
0.85,0.27,0.8999999999999999,0.0,Paper
0.32,0.7,0.18,0.09,Rock
2.77,0.68,0.6000000000000001,0.0,Paper
1.91,0.98,0.81,0.0,Paper
4.74,3.0,0.96,0.15000000000000002,Peace
1.39,0.44,2.0999999999999996,0.03,Pinch
1.78,0.5,0.44999999999999996,0.06,Peace
3.65,0.77,1.41,0.03,Paper
1.83,0.57,2.31,0.06,Pinch
1.37,0.74,1.32,0.06,Scissors
0.44,0.37,0.24,0.03,Thumb
0.32,1.17,0.15000000000000002,0.72,Thumb
4.14,0.94,1.08,0.12,Peace
0.28,1.12,0.15000000000000002,0.18,Rock
1.16,0.48,0.36,0.03,Thumb
1.0,0.39,1.17,0.03,Pinch
1.85,1.17,2.91,0.06,Pinch
1.29,0.77,0.27,0.42000000000000004,Rock
3.43,0.65,1.0499999999999998,0.15000000000000002,Peace
1.0,0.49,1.02,0.06,Scissors
1.12,0.56,1.53,0.09,Scissors
0.97,1.73,0.36,0.66,Rock
0.73,0.48,0.51,0.06,Thumb
0.41,2.68,0.21000000000000002,2.88,Rock
1.1,0.9,0.44999999999999996,0.66,Rock
4.75,0.81,1.59,0.09,Scissors
3.62,0.95,1.17,0.03,Scissors
1.16,0.99,1.17,0.15000000000000002,Scissors
0.67,0.65,0.54,0.06,Peace
0.49,0.65,0.18,0.09,Rock
1.29,1.91,1.29,0.03,Pinch
2.47,0.66,0.54,0.12,Peace
0.44,0.73,0.27,0.12,Thumb
2.55,0.73,0.72,0.09,Peace
2.1,0.88,1.41,0.03,Paper
0.91,0.6,0.72,0.03,Pinch
1.06,0.98,0.66,0.51,Handshake
0.76,0.78,0.18,0.06,Thumb
1.51,0.82,0.27,0.21000000000000002,Rock
2.05,0.94,2.7,0.12,Pinch
4.48,0.69,0.75,0.12,Peace
1.28,0.84,1.44,0.03,Paper
3.61,0.67,0.66,0.06,Peace
1.46,1.91,1.17,1.53,Handshake
1.45,0.58,1.1099999999999999,0.06,Thumb
0.64,0.84,0.33,0.18,Thumb
0.67,1.46,0.21000000000000002,0.75,Rock
4.49,1.63,0.8999999999999999,0.12,Peace
1.17,0.87,0.99,0.03,Pinch
4.7,1.62,0.66,0.09,Peace
1.3,1.64,1.44,0.03,Paper
0.97,0.85,0.30000000000000004,0.09,Thumb
1.88,0.46,1.62,0.03,Pinch
2.1,0.77,0.5700000000000001,0.09,Thumb
1.51,0.48,1.26,0.03,Pinch
1.01,0.7,0.81,0.03,Scissors
1.64,0.69,2.04,0.03,Paper
1.06,0.85,1.26,0.03,Pinch
1.39,0.88,0.42000000000000004,0.63,Handshake
4.36,1.15,1.77,0.03,Paper
1.34,0.35,1.3800000000000001,0.0,Paper
0.7,0.83,0.12,0.12,Thumb
1.85,0.64,2.19,0.03,Pinch
2.93,0.6,0.8400000000000001,0.09,Peace
1.32,0.69,1.53,0.03,Pinch
2.56,0.67,0.51,0.33,Handshake
0.76,0.52,0.30000000000000004,0.03,Thumb
1.27,0.42,1.5,0.03,Pinch
4.53,0.7,1.0499999999999998,0.15000000000000002,Peace
1.15,0.68,0.78,0.12,Thumb
4.24,0.82,0.39,0.06,Thumb
4.0,1.76,0.8699999999999999,0.30000000000000004,Peace
1.61,0.53,0.42000000000000004,0.03,Thumb
1.15,0.87,0.72,0.12,Handshake
0.42,0.52,0.18,0.03,Thumb
2.33,1.12,1.35,0.09,Peace
2.89,0.91,1.2000000000000002,0.09,Peace
1.93,0.72,2.73,0.06,Pinch
1.58,0.81,1.53,0.03,Paper
0.75,1.35,0.44999999999999996,0.66,Rock
1.44,0.59,1.08,0.03,Pinch
1.23,0.36,1.08,0.03,Pinch
0.83,0.59,0.81,0.27,Rock
1.21,0.89,1.1400000000000001,0.15000000000000002,Pinch
3.0,0.88,1.0499999999999998,0.03,Paper
1.83,0.85,2.67,0.06,Pinch
1.55,0.54,1.83,0.03,Pinch
2.33,1.67,1.44,0.03,Paper
2.49,0.8,1.77,0.12,Rock
