Env Ext Mean,Env Flex Mean,Raw Ext Var,Raw Flex Var,Label
1.11,0.6,1.1400000000000001,0.03,Scissors
3.56,1.29,0.81,0.0,Paper
0.59,1.69,0.30000000000000004,0.81,Rock
0.93,1.88,0.30000000000000004,0.6900000000000001,Rock
1.77,1.04,2.2800000000000002,0.03,Paper
0.89,0.29,1.1099999999999999,0.0,Paper
0.77,1.66,0.24,0.9299999999999999,Rock
4.73,1.23,0.42000000000000004,0.51,Rock
2.34,1.23,1.53,0.03,Scissors
1.18,0.48,1.5,0.06,Scissors
2.07,0.97,0.33,0.24,Rock
2.17,1.19,1.8900000000000001,0.6900000000000001,Rock
0.86,1.15,0.24,0.44999999999999996,Rock
3.04,1.48,1.32,0.12,Paper
1.34,0.88,2.0100000000000002,0.21000000000000002,Scissors
1.07,0.29,0.99,0.03,Paper
0.49,3.15,0.30000000000000004,3.4799999999999995,Rock
2.55,0.83,1.08,0.03,Paper
4.36,1.15,1.77,0.03,Paper
1.03,0.43,0.81,0.03,Paper
1.2,0.68,1.53,0.03,Paper
1.1,0.9,0.44999999999999996,0.66,Rock
2.49,1.45,3.75,0.03,Paper
1.29,0.77,0.27,0.42000000000000004,Rock
0.85,0.27,0.8999999999999999,0.0,Paper
1.14,0.4,1.1099999999999999,0.03,Scissors
0.55,0.91,0.09,0.09,Rock
1.58,0.81,1.53,0.03,Paper
1.3,0.7,1.29,0.03,Scissors
1.63,0.93,2.4000000000000004,0.03,Paper
1.2,0.9,1.08,0.03,Paper
4.68,1.06,2.2199999999999998,0.06,Paper
1.81,1.76,0.33,1.3800000000000001,Rock
1.02,0.78,1.1400000000000001,0.03,Scissors
1.73,0.78,1.35,0.0,Paper
0.83,0.59,0.81,0.27,Rock
0.36,0.84,0.18,0.09,Rock
0.4,2.61,0.09,3.33,Rock
0.43,2.69,0.15000000000000002,4.08,Rock
0.88,0.82,0.72,0.0,Paper
